gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	SI	Slovenia	2710	641	9410734	3508648	49896	6013
m	male	SI	Slovenia	2551	631	11744178	4113756	62247	6843
u	unknown	SI	Slovenia	2405	592	168269	60968	905	110
