gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	RO	Romania	6639	1339	159244938	65894631	329946	72096
m	male	RO	Romania	6450	1319	198856169	82598599	422234	93292
u	unknown	RO	Romania	5638	1208	488802	198794	1307	279
