advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kialo		729627343834501	Facebook	50_100	50 - 100	633	1	10931170	3952428	66010	13090
COALICION CANARIA		AR489541609348661248	Google	50_100	50 - 100	4731	1	9610450	136431	41912	0
AMERISOFT SRL		AR573801583431647232	Google	50_100	50 - 100	172	1	7289342	719366	1523	0
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	50_100	50 - 100	173	1	7020022	696332	1532	0
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	50_100	50 - 100	48	1	5174901	2119969	3714	742
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	50_100	50 - 100	1969	1	4636900	127572	17443	0
mmb media agentur d.o.o.		AR524572049809604608	Google	50_100	50 - 100	1437	1	4268358	182499	12730	0
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	50_100	50 - 100	846	1	4050422	281722	7494	0
Britain's Future	Britain's Future	1625300137516491	Facebook	50_100	50 - 100	3488	1	3937589	1043933	61973	0
Rädda Barnen		72659261793	Facebook	50_100	50 - 100	232	1	3854387	1070082	30523	6310
ČSSD	ČSSD	111041662264882	Facebook	50_100	50 - 100	162	1	3251949	752391	15733	3147
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	50_100	50 - 100	3568	1	3065952	734056	63395	0
People's Vote UK	People's Vote	748608695327755	Facebook	50_100	50 - 100	2649	1	3002196	712809	47066	0
Plan International Sverige		382243262003	Facebook	50_100	50 - 100	153	1	2650915	725926	20401	4213
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	50_100	50 - 100	54	1	2481389	1053478	2826	566
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	50_100	50 - 100	36	1	2424947	954986	2785	557
HLAS		AR312619193323225088	Google	50_100	50 - 100	843	1	2338826	93907	7468	0
România în primul rând	Future Innovation	770704223323599	Facebook	50_100	50 - 100	35	1	2131903	848774	1832	367
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	50_100	50 - 100	68	1	2094955	709992	5107	1021
Mediabrands Digital OÜ		AR530356305605427200	Google	50_100	50 - 100	336	1	2094312	166552	2976	0
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	50_100	50 - 100	2157	1	2058684	462023	38325	0
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	50_100	50 - 100	58	1	2024547	716964	3036	608
Gazeta Wyborcza		63563473556	Facebook	50_100	50 - 100	79	1	2012054	519250	4578	917
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	50_100	50 - 100	246	1	2009342	456298	7157	2734
Dungeon Defenders		107960282569653	Facebook	50_100	50 - 100	308	1	1967057	805883	8636	1553
