audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	CY	Cyprus	1734	427	3488700	1186165	15051	1435
m18_24	male (18-24)	CY	Cyprus	1607	396	2900886	1004752	11280	1202
m35_44	male (35-44)	CY	Cyprus	1698	420	2748540	895570	12009	986
m45_54	male (45-54)	CY	Cyprus	1639	408	2196262	683238	9871	631
f25_34	female (25-34)	CY	Cyprus	1809	448	2056951	735827	9291	1118
f35_44	female (35-44)	CY	Cyprus	1766	437	1907932	661065	8677	912
f18_24	female (18-24)	CY	Cyprus	1667	414	1830785	664180	7143	904
m55_64	male (55-64)	CY	Cyprus	1509	380	1761006	499605	7606	282
f45_54	female (45-54)	CY	Cyprus	1709	424	1617341	530938	7097	604
f55_64	female (55-64)	CY	Cyprus	1567	393	1344455	396274	5489	260
m65_	male (65+)	CY	Cyprus	1393	348	1068865	304630	4672	175
f65_	female (65+)	CY	Cyprus	1432	355	775981	228618	3240	145
f13_17	female (13-17)	CY	Cyprus	216	69	130043	49173	267	12
m13_17	male (13-17)	CY	Cyprus	209	67	108107	41158	256	14
u35_44	unknown (35-44)	CY	Cyprus	1552	387	67962	22742	290	24
u25_34	unknown (25-34)	CY	Cyprus	1504	379	49729	16958	213	18
u45_54	unknown (45-54)	CY	Cyprus	1404	361	28002	9366	123	9
u55_64	unknown (55-64)	CY	Cyprus	1173	327	13498	4098	60	2
u65_	unknown (65+)	CY	Cyprus	1060	304	8898	2763	40	2
u18_24	unknown (18-24)	CY	Cyprus	925	312	4236	1569	17	2
u13_17	unknown (13-17)	CY	Cyprus	107	50	326	127	0	0
