country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DK	Denmark	d132	2019-05-12	2155	305	4830075	1443698	39920	9362
DK	Denmark	d131	2019-05-11	2253	333	5406804	1680602	50137	12454
DK	Denmark	d130	2019-05-10	2532	347	6160495	1881578	61373	15169
DK	Denmark	d129	2019-05-09	2282	332	5161100	1563383	55307	13748
DK	Denmark	d128	2019-05-08	2164	314	5550173	1747657	52539	12644
DK	Denmark	d127	2019-05-07	2031	290	5033561	1627532	46806	11822
DK	Denmark	d126	2019-05-06	1735	253	2512619	824631	23369	5806
DK	Denmark	d125	2019-05-05	1642	256	1877027	634311	17643	4013
DK	Denmark	d124	2019-05-04	1659	266	1980042	618961	17283	4106
DK	Denmark	d123	2019-05-03	1686	278	2372880	696435	19225	4793
DK	Denmark	d122	2019-05-02	1687	272	2203537	671603	18594	4609
DK	Denmark	d121	2019-05-01	1680	273	1993616	596341	18234	4345
DK	Denmark	d120	2019-04-30	1897	282	1806650	549697	16216	4068
DK	Denmark	d119	2019-04-29	1826	270	2021063	603094	17311	4191
DK	Denmark	d118	2019-04-28	1715	251	1909764	579034	16839	4299
DK	Denmark	d117	2019-04-27	1673	250	1707440	543469	14999	3854
DK	Denmark	d116	2019-04-26	1676	251	1714553	574199	14873	3847
DK	Denmark	d115	2019-04-25	1607	259	1320065	380043	12170	2891
DK	Denmark	d114	2019-04-24	1494	261	1190274	333924	10781	2547
DK	Denmark	d113	2019-04-23	1482	261	1371388	439002	11541	2826
DK	Denmark	d112	2019-04-22	1435	266	942514	281630	8216	2236
DK	Denmark	d111	2019-04-21	1428	255	942735	287374	8691	2229
DK	Denmark	d110	2019-04-20	1419	257	965771	286717	8758	2355
DK	Denmark	d109	2019-04-19	1435	273	1031774	328063	10206	2693
DK	Denmark	d108	2019-04-18	1404	275	1303373	455003	11548	3274
DK	Denmark	d107	2019-04-17	1407	280	1448647	490263	18966	4281
DK	Denmark	d106	2019-04-16	1387	291	963429	283762	8842	2264
DK	Denmark	d105	2019-04-15	1344	312	687102	207479	6907	1494
DK	Denmark	d104	2019-04-14	1317	311	725898	221828	6974	1589
DK	Denmark	d103	2019-04-13	1290	305	626263	198110	6134	1301
DK	Denmark	d102	2019-04-12	1377	321	935784	295074	7079	1605
DK	Denmark	d101	2019-04-11	1256	309	856736	277314	7527	1571
DK	Denmark	d100	2019-04-10	1130	298	782050	255869	7279	1625
DK	Denmark	d099	2019-04-09	928	288	560004	168300	6255	1459
DK	Denmark	d098	2019-04-08	827	278	768813	271325	6668	1419
DK	Denmark	d097	2019-04-07	815	273	571621	164230	5821	1292
DK	Denmark	d096	2019-04-06	796	270	586512	169979	6174	1394
DK	Denmark	d095	2019-04-05	822	281	711960	214331	9977	2096
DK	Denmark	d094	2019-04-04	784	270	675221	209864	9281	2021
DK	Denmark	d093	2019-04-03	783	253	592535	164635	6324	1202
DK	Denmark	d092	2019-04-02	749	249	539436	142629	5531	1060
DK	Denmark	d091	2019-04-01	645	232	534372	156845	6025	1367
DK	Denmark	d090	2019-03-31	642	232	418319	129424	4538	1033
DK	Denmark	d089	2019-03-30	628	218	471086	144731	4950	1163
DK	Denmark	d088	2019-03-29	646	223	691423	227211	7874	1697
DK	Denmark	d087	2019-03-28	605	207	677749	227362	7353	1640
DK	Denmark	d086	2019-03-27	569	185	803130	264647	7202	1628
DK	Denmark	d085	2019-03-26	523	156	472605	153058	5273	1194
DK	Denmark	d084	2019-03-25	520	162	482699	158274	5555	1255
DK	Denmark	d083	2019-03-24	526	174	441997	149351	4829	1086
DK	Denmark	d082	2019-03-23	541	174	467936	155745	5023	1125
DK	Denmark	d081	2019-03-22	574	199	529993	171176	5249	1202
DK	Denmark	d080	2019-03-21	555	207	588751	186604	6072	1247
DK	Denmark	d079	2019-03-20	562	208	548294	176678	5684	1263
DK	Denmark	d078	2019-03-19	535	206	504898	147478	5239	1092
DK	Denmark	d077	2019-03-18	545	202	580645	166434	6589	1354
DK	Denmark	d076	2019-03-17	475	181	494380	155347	5361	1138
DK	Denmark	d075	2019-03-16	464	179	442526	139744	4400	960
DK	Denmark	d074	2019-03-15	471	188	446033	143738	4750	976
DK	Denmark	d073	2019-03-14	427	178	448407	145604	4707	1008
DK	Denmark	d072	2019-03-13	410	176	608073	220726	4928	1032
DK	Denmark	d071	2019-03-12	405	180	644538	173952	5527	1316
DK	Denmark	d070	2019-03-11	389	172	553010	167039	4728	1128
DK	Denmark	d069	2019-03-10	400	178	613558	200441	5170	1200
DK	Denmark	d068	2019-03-09	415	197	697625	237047	6223	1395
DK	Denmark	d067	2019-03-08	443	203	1129449	359866	8727	2207
DK	Denmark	d066	2019-03-07	365	140	613555	188023	6751	992
DK	Denmark	d065	2019-03-06	369	138	721239	188927	6687	1158
DK	Denmark	d064	2019-03-05	359	129	289157	83477	3250	705
DK	Denmark	d063	2019-03-04	278	121	356273	90530	4426	910
DK	Denmark	d062	2019-03-03	255	115	281157	75591	2983	713
DK	Denmark	d061	2019-03-02	232	99	230351	62989	2692	611
DK	Denmark	d060	2019-03-01	216	93	263189	67115	3246	745
DK	Denmark	d059	2019-02-28	202	74	172783	50786	1725	407
DK	Denmark	d058	2019-02-27	195	66	211047	64298	2146	503
DK	Denmark	d057	2019-02-26	176	61	140803	45641	1051	265
DK	Denmark	d056	2019-02-25	171	64	127605	41005	705	197
DK	Denmark	d055	2019-02-24	170	61	131183	41216	723	191
DK	Denmark	d054	2019-02-23	174	62	131989	41025	739	193
DK	Denmark	d053	2019-02-22	200	72	259187	67761	2387	470
DK	Denmark	d052	2019-02-21	210	67	147772	44317	880	205
DK	Denmark	d051	2019-02-20	175	58	126921	39413	737	175
DK	Denmark	d050	2019-02-19	166	59	137480	46361	775	191
DK	Denmark	d049	2019-02-18	186	61	179894	53039	2334	200
DK	Denmark	d048	2019-02-17	161	56	144710	47968	852	185
DK	Denmark	d047	2019-02-16	159	57	144455	48635	790	187
DK	Denmark	d046	2019-02-15	161	53	157404	51350	1018	279
DK	Denmark	d045	2019-02-14	156	52	161800	54131	1039	293
DK	Denmark	d044	2019-02-13	145	45	123544	38606	812	252
DK	Denmark	d043	2019-02-12	141	46	122388	38789	798	254
DK	Denmark	d042	2019-02-11	173	42	195159	51211	3900	272
DK	Denmark	d041	2019-02-10	132	39	138228	45142	892	268
DK	Denmark	d040	2019-02-09	135	42	139662	46056	895	270
DK	Denmark	d039	2019-02-08	136	41	114623	35812	835	235
DK	Denmark	d038	2019-02-07	139	44	116211	37519	866	243
DK	Denmark	d037	2019-02-06	143	46	147027	45614	1255	196
DK	Denmark	d036	2019-02-05	131	40	100170	28405	800	166
DK	Denmark	d035	2019-02-04	132	39	101802	28339	823	168
DK	Denmark	d034	2019-02-03	123	38	97478	30548	1279	283
DK	Denmark	d033	2019-02-02	125	39	99583	30201	701	165
DK	Denmark	d032	2019-02-01	132	39	88110	25195	621	153
DK	Denmark	d031	2019-01-31	129	38	84399	24503	570	143
DK	Denmark	d030	2019-01-30	125	40	86144	24926	615	133
DK	Denmark	d029	2019-01-29	121	37	121248	33609	1154	242
DK	Denmark	d028	2019-01-28	118	34	68666	22372	456	100
DK	Denmark	d027	2019-01-27	102	32	79183	27261	544	116
DK	Denmark	d026	2019-01-26	102	34	62587	18853	465	101
DK	Denmark	d025	2019-01-25	98	36	62573	18648	476	100
DK	Denmark	d024	2019-01-24	100	39	114057	28528	636	164
DK	Denmark	d023	2019-01-23	89	35	61515	18549	431	103
DK	Denmark	d022	2019-01-22	90	34	61996	18657	409	96
DK	Denmark	d021	2019-01-21	86	34	58390	17519	395	91
DK	Denmark	d020	2019-01-20	86	34	55350	16557	384	86
DK	Denmark	d019	2019-01-19	80	30	29389	8709	282	54
DK	Denmark	d018	2019-01-18	80	31	50374	20104	343	73
DK	Denmark	d017	2019-01-17	82	32	28718	8954	250	54
DK	Denmark	d016	2019-01-16	77	30	238933	110626	1666	731
DK	Denmark	d015	2019-01-15	72	27	37330	11919	365	71
DK	Denmark	d014	2019-01-14	74	25	46760	11816	404	74
DK	Denmark	d013	2019-01-13	68	25	55980	17061	501	100
DK	Denmark	d012	2019-01-12	72	30	42363	11671	307	62
DK	Denmark	d011	2019-01-11	69	30	36868	11171	260	62
DK	Denmark	d010	2019-01-10	71	30	164965	45473	1915	324
DK	Denmark	d009	2019-01-09	61	28	70420	17263	317	108
DK	Denmark	d008	2019-01-08	56	25	19513	7080	183	41
DK	Denmark	d007	2019-01-07	58	27	25977	8426	224	48
DK	Denmark	d006	2019-01-06	61	26	31846	8150	667	50
DK	Denmark	d005	2019-01-05	52	22	22349	7648	225	50
DK	Denmark	d004	2019-01-04	56	25	22708	7650	232	50
DK	Denmark	d003	2019-01-03	53	23	20184	7151	196	43
DK	Denmark	d002	2019-01-02	50	21	15189	5686	115	25
DK	Denmark	d001	2019-01-01	52	22	75630	20057	243	46
