advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	25_34	25-34	CY	Cyprus	20	1	730133	336155	2212	401
Γραφείο Τύπου και Πληροφοριών - Press and Information Office	PIO Cyprus	620027974738907	Facebook	25_34	25-34	CY	Cyprus	7	1	472013	199942	1318	381
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	25_34	25-34	CY	Cyprus	111	1	310565	74473	2382	12
Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	25_34	25-34	CY	Cyprus	15	1	248568	99245	656	68
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	25_34	25-34	CY	Cyprus	20	1	230348	86031	561	44
Συμμαχία Πολιτών	ΣΥΜΜΑΧΙΑ ΠΟΛΙΤΩΝ	470323203056530	Facebook	25_34	25-34	CY	Cyprus	28	1	175922	37505	554	0
ΛΕΥΤΕΡΗΣ ΔΗΜΗΤΡΙΟΥ	Eleftherios Demetriou	609745702447737	Facebook	25_34	25-34	CY	Cyprus	19	1	161391	41446	529	41
Λευτέρης Χριστοφόρου - Lefteris Christoforou	Λευτέρης Χριστοφόρου - Lefteris Christoforou	832972046731724	Facebook	25_34	25-34	CY	Cyprus	24	1	159236	41984	565	12
European Greens	European Greens	141366725876424	Facebook	25_34	25-34	CY	Cyprus	3	1	148987	70103	964	192
European Commission	European Commission	107898832590939	Facebook	25_34	25-34	CY	Cyprus	19	1	142515	66846	244	63
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	25_34	25-34	CY	Cyprus	18	1	140520	38417	400	25
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	25_34	25-34	CY	Cyprus	14	1	128019	38537	559	75
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS	Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS	46620712083	Facebook	25_34	25-34	CY	Cyprus	12	1	107388	29229	310	25
Ξαναμπές στο Παιχνίδι - Ευρωεκλογές 2019		1820884184678798	Facebook	25_34	25-34	CY	Cyprus	31	1	106736	22789	632	0
Marinos Mousiouttas	Andreas Nikitaras	306684270037168	Facebook	25_34	25-34	CY	Cyprus	35	1	106055	32799	580	21
Δημοκρατικός Συναγερμός	Δημοκρατικός Συναγερμός	64330641883	Facebook	25_34	25-34	CY	Cyprus	13	1	94469	42191	541	57
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		Georgia Constantinou Panayiotou	270213387069072	Facebook	25_34	25-34	CY	Cyprus	6	1	65684	25884	280	39
Παναγιώτης Σεντώνας - Panayiotis Sentonas	Παναγιώτης Σεντώνας - Panayiotis Sentonas	436419753766608	Facebook	25_34	25-34	CY	Cyprus	12	1	65613	15144	322	0
StudentLife.com.cy	StudentLife.com.cy	219265161533109	Facebook	25_34	25-34	CY	Cyprus	1	1	48031	24015	47	0
Katerina Christophidou	Katerina Christophidou	131599480586562	Facebook	25_34	25-34	CY	Cyprus	15	1	45111	11749	290	0
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	25_34	25-34	CY	Cyprus	8	1	42619	10274	151	0
Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	25_34	25-34	CY	Cyprus	4	1	38027	15387	76	0
Νικόλας Παπαδόπουλος	Constantinos Georgallides	998046016880140	Facebook	25_34	25-34	CY	Cyprus	6	1	36786	14834	102	0
Ψηφίζω Δρ. Μαρδαπήττα Χρύσανθο		326882297995016	Facebook	25_34	25-34	CY	Cyprus	2	1	34399	14287	43	0
Ιακώβου Βάκης	Γιωργος Αλεξανδρου	332523037613071	Facebook	25_34	25-34	CY	Cyprus	4	1	28565	6128	79	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	25_34	25-34	CY	Cyprus	9	1	26071	11505	50	8
Dr. Eleni Stavrou	Eleni Stavrou	822417261217421	Facebook	25_34	25-34	CY	Cyprus	11	1	25659	6949	186	0
Loucasfourlas	Isidoros Kolotas	315840879071640	Facebook	25_34	25-34	CY	Cyprus	1	1	24759	12379	24	0
