country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CY	Cyprus	13_17	13-17	230	77	238476	90459	524	27
CY	Cyprus	18_24	18-24	1685	420	4735908	1670502	18441	2108
CY	Cyprus	25_34	25-34	1832	458	5595380	1938950	24555	2572
CY	Cyprus	35_44	35-44	1796	451	4724436	1579377	20978	1923
CY	Cyprus	45_54	45-54	1738	437	3841605	1223543	17093	1244
CY	Cyprus	55_64	55-64	1596	403	3118960	899977	13156	545
CY	Cyprus	65_	65+	1456	362	1853744	536013	7953	323
