advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	55_64	55-64	CY	Cyprus	19	1	262546	119659	758	126
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	55_64	55-64	CY	Cyprus	103	1	168419	41602	1834	23
Γραφείο Τύπου και Πληροφοριών - Press and Information Office	PIO Cyprus	620027974738907	Facebook	55_64	55-64	CY	Cyprus	4	1	149673	64656	406	179
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	55_64	55-64	CY	Cyprus	18	1	147747	34086	550	50
Συμμαχία Πολιτών	ΣΥΜΜΑΧΙΑ ΠΟΛΙΤΩΝ	470323203056530	Facebook	55_64	55-64	CY	Cyprus	28	1	147356	34051	513	0
Marinos Mousiouttas	Andreas Nikitaras	306684270037168	Facebook	55_64	55-64	CY	Cyprus	35	1	145252	41360	865	16
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	55_64	55-64	CY	Cyprus	20	1	136756	50162	466	29
Λευτέρης Χριστοφόρου - Lefteris Christoforou	Λευτέρης Χριστοφόρου - Lefteris Christoforou	832972046731724	Facebook	55_64	55-64	CY	Cyprus	24	1	127760	29521	440	22
ΛΕΥΤΕΡΗΣ ΔΗΜΗΤΡΙΟΥ	Eleftherios Demetriou	609745702447737	Facebook	55_64	55-64	CY	Cyprus	19	1	121548	27834	417	24
Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	55_64	55-64	CY	Cyprus	14	1	112743	41870	372	45
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	55_64	55-64	CY	Cyprus	14	1	104363	32376	533	74
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS	Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS	46620712083	Facebook	55_64	55-64	CY	Cyprus	12	1	101205	24279	286	13
Ξαναμπές στο Παιχνίδι - Ευρωεκλογές 2019		1820884184678798	Facebook	55_64	55-64	CY	Cyprus	31	1	83043	18338	512	0
Παναγιώτης Σεντώνας - Panayiotis Sentonas	Παναγιώτης Σεντώνας - Panayiotis Sentonas	436419753766608	Facebook	55_64	55-64	CY	Cyprus	11	1	44360	10793	168	0
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	55_64	55-64	CY	Cyprus	8	1	43390	8821	140	0
Katerina Christophidou	Katerina Christophidou	131599480586562	Facebook	55_64	55-64	CY	Cyprus	15	1	33102	8718	224	0
Δημοκρατικός Συναγερμός	Δημοκρατικός Συναγερμός	64330641883	Facebook	55_64	55-64	CY	Cyprus	13	1	30602	13675	216	11
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		Georgia Constantinou Panayiotou	270213387069072	Facebook	55_64	55-64	CY	Cyprus	6	1	29422	9857	131	9
Νικόλας Παπαδόπουλος	Constantinos Georgallides	998046016880140	Facebook	55_64	55-64	CY	Cyprus	6	1	26058	10057	110	0
Dr. Eleni Stavrou	Eleni Stavrou	822417261217421	Facebook	55_64	55-64	CY	Cyprus	11	1	18339	5612	177	0
Ιακώβου Βάκης	Γιωργος Αλεξανδρου	332523037613071	Facebook	55_64	55-64	CY	Cyprus	4	1	16889	4143	79	0
Ψηφίζω Δρ. Μαρδαπήττα Χρύσανθο		326882297995016	Facebook	55_64	55-64	CY	Cyprus	2	1	15775	5089	24	0
Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	55_64	55-64	CY	Cyprus	3	1	14926	4377	66	0
European Commission	European Commission	107898832590939	Facebook	55_64	55-64	CY	Cyprus	10	1	13487	6289	20	6
ΚΩΝΣΤΑΝΤΙΝΟΣ ΟΔΥΣΣΕΩΣ	Κωνσταντινος Οδυσσεως	311289838967373	Facebook	55_64	55-64	CY	Cyprus	4	1	12812	3704	58	0
