country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ES	Spain	f25_34	female (25-34)	16376	1970	71580880	27872560	446843	64645
ES	Spain	f35_44	female (35-44)	16476	1970	67089756	25662512	476117	66519
ES	Spain	m25_34	male (25-34)	15270	1904	61317456	23990422	411407	57234
ES	Spain	f45_54	female (45-54)	16963	1899	58774165	21435144	454482	57040
ES	Spain	f18_24	female (18-24)	13143	1788	56535750	22781434	293268	43650
ES	Spain	m35_44	male (35-44)	15300	1901	54424119	21142205	409079	55626
ES	Spain	f55_64	female (55-64)	16183	1737	43169948	15473453	404090	42621
ES	Spain	m45_54	male (45-54)	14776	1833	40951742	15296742	309975	41661
ES	Spain	m18_24	male (18-24)	12712	1735	38155146	15384018	215251	31004
ES	Spain	m55_64	male (55-64)	13728	1685	24190842	8954438	218345	24656
ES	Spain	f65_	female (65+)	13874	1537	23578879	8466970	232800	23476
ES	Spain	m65_	male (65+)	12330	1497	14235631	5309147	131474	14879
ES	Spain	f13_17	female (13-17)	756	312	1535543	605821	3869	329
ES	Spain	u35_44	unknown (35-44)	10697	1609	1038437	411464	7130	1114
ES	Spain	m13_17	male (13-17)	678	294	1033413	411320	2317	232
ES	Spain	u25_34	unknown (25-34)	9760	1506	562125	222748	3470	557
ES	Spain	u45_54	unknown (45-54)	9743	1471	459578	175516	3318	485
ES	Spain	u55_64	unknown (55-64)	7391	1212	180846	68408	1494	196
ES	Spain	u65_	unknown (65+)	6582	1095	162170	61857	1338	176
ES	Spain	u18_24	unknown (18-24)	5918	1129	127836	51046	722	111
ES	Spain	u13_17	unknown (13-17)	458	223	3486	1341	10	1
