recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	FR	France	950	193	5761536	2559279	29993	6145
rd2	Last 2 days	2019-05-16	2019-05-17	FR	France	992	208	11562467	5133103	60691	12343
rd3	Last 3 days	2019-05-15	2019-05-17	FR	France	1032	228	15165976	6644642	81292	16504
rd4	Last 4 days	2019-05-14	2019-05-17	FR	France	1066	243	18779393	8156256	102318	20728
rd5	Last 5 days	2019-05-13	2019-05-17	FR	France	1151	253	21629955	9270391	122064	23869
rd6	Last 6 days	2019-05-12	2019-05-17	FR	France	1190	264	23803406	10170441	134913	26527
rw1	Last week	2019-05-11	2019-05-17	FR	France	1256	286	26205279	11121609	150010	29449
rw2	Last 2 weeks	2019-05-04	2019-05-17	FR	France	1550	391	37545352	15723164	217273	43255
rw3	Last 3 weeks	2019-04-27	2019-05-17	FR	France	2179	549	53380290	22419284	310929	61529
rw4	Last 4 weeks	2019-04-20	2019-05-17	FR	France	2848	757	63612738	26552545	374052	71640
rm1	Last month	2019-04-18	2019-05-17	FR	France	3075	842	66654981	27587878	398274	75206
rm2	Last 2 months	2019-03-19	2019-05-17	FR	France	9242	2649	169073094	66528564	1269613	199894
rm3	Last 3 months	2019-02-17	2019-05-17	FR	France	11961	3132	223853271	87957648	1762048	279161
rm6	Last 6 months	2019-01-01	2019-05-17	FR	France	12785	3224	244930199	96119866	1932041	308834
