audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	UK	United Kingdom	43756	4893	94666384	33383025	1082467	151582
f25_34	female (25-34)	UK	United Kingdom	43963	4946	88983385	31617922	1015021	149514
m45_54	male (45-54)	UK	United Kingdom	46256	4743	82742570	27686534	1048256	142988
m35_44	male (35-44)	UK	United Kingdom	46858	4850	82564449	28183670	1003328	141910
f35_44	female (35-44)	UK	United Kingdom	47332	4923	75946965	25916233	977301	138598
f18_24	female (18-24)	UK	United Kingdom	40273	4622	75026559	27186299	797462	109651
f45_54	female (45-54)	UK	United Kingdom	46934	4817	72151488	24169047	989009	136138
m55_64	male (55-64)	UK	United Kingdom	44443	4496	67028024	21986074	859081	111399
m18_24	male (18-24)	UK	United Kingdom	40331	4582	63984729	22480133	727420	89929
f55_64	female (55-64)	UK	United Kingdom	45090	4540	63656317	20946694	894550	118951
f65_	female (65+)	UK	United Kingdom	42703	4244	59602110	19400318	831487	107475
m65_	male (65+)	UK	United Kingdom	42141	4182	52588945	17083617	686467	87491
f13_17	female (13-17)	UK	United Kingdom	3052	873	3991062	1238927	31540	1090
u45_54	unknown (45-54)	UK	United Kingdom	34522	4105	2725328	913668	36894	5253
m13_17	male (13-17)	UK	United Kingdom	3118	863	2683543	865617	24657	915
u35_44	unknown (35-44)	UK	United Kingdom	34362	4213	2663567	908657	33727	4891
u55_64	unknown (55-64)	UK	United Kingdom	31700	3751	2200338	722763	30774	4214
u65_	unknown (65+)	UK	United Kingdom	29443	3495	2092536	688807	29125	4043
u25_34	unknown (25-34)	UK	United Kingdom	27317	3995	1472119	513244	17765	2492
u18_24	unknown (18-24)	UK	United Kingdom	20907	3376	739388	253507	9089	1116
u13_17	unknown (13-17)	UK	United Kingdom	1689	649	48132	14678	456	18
