country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DK	Denmark	13_17	13-17	787	280	2075347	613398	12346	2790
DK	Denmark	18_24	18-24	7669	1303	26427505	8350207	209214	50071
DK	Denmark	25_34	25-34	8601	1441	19765446	6214695	179723	41761
DK	Denmark	35_44	35-44	8737	1426	15584341	4878069	158738	36480
DK	Denmark	45_54	45-54	8376	1385	14671624	4487533	152728	35808
DK	Denmark	55_64	55-64	7633	1300	11916427	3550533	123868	29785
DK	Denmark	65_	65+	6905	1193	11412824	3393712	119579	29604
