audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	SK	Slovakia	5012	766	17821146	6164311	104491	11937
m18_24	male (18-24)	SK	Slovakia	4328	706	12920508	4591914	70468	8172
f25_34	female (25-34)	SK	Slovakia	5640	776	11529450	4118646	67184	7696
m35_44	male (35-44)	SK	Slovakia	5077	750	11391095	3819329	78604	7688
f18_24	female (18-24)	SK	Slovakia	4454	714	10986018	4040364	53573	6674
f35_44	female (35-44)	SK	Slovakia	5489	759	8694555	2995752	58163	5921
f45_54	female (45-54)	SK	Slovakia	5204	717	6244726	2035656	48970	3926
m45_54	male (45-54)	SK	Slovakia	4759	703	5730793	1869462	44988	3826
f55_64	female (55-64)	SK	Slovakia	4230	671	5705941	1690814	51657	2826
m55_64	male (55-64)	SK	Slovakia	3864	662	3206145	974701	28262	1676
f65_	female (65+)	SK	Slovakia	3651	595	3129185	901777	30006	1459
m65_	male (65+)	SK	Slovakia	3297	587	1972654	589845	17052	956
f13_17	female (13-17)	SK	Slovakia	441	145	434430	166263	1731	83
m13_17	male (13-17)	SK	Slovakia	420	143	312066	116190	1407	89
u35_44	unknown (35-44)	SK	Slovakia	3884	666	147893	49182	957	113
u25_34	unknown (25-34)	SK	Slovakia	3820	664	124273	42139	794	91
u45_54	unknown (45-54)	SK	Slovakia	3174	599	35450	11720	246	28
u18_24	unknown (18-24)	SK	Slovakia	2801	559	27889	9548	174	17
u65_	unknown (65+)	SK	Slovakia	2053	500	19080	5893	130	10
u55_64	unknown (55-64)	SK	Slovakia	2089	530	12762	3930	83	7
u13_17	unknown (13-17)	SK	Slovakia	262	108	1269	460	7	0
