day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d132	2019-05-12	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	306	1	2956415	1266407	11379	2156
d132	2019-05-12	FDP	FDP	21289227249	Facebook	1230	1	2650392	754408	32707	1027
d132	2019-05-12	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	42	1	2621483	1078166	3682	500
d132	2019-05-12	European Greens	European Greens	141366725876424	Facebook	40	1	2124980	953950	14050	3480
d132	2019-05-12	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	70	1	2073578	900505	3655	834
d132	2019-05-12	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	101	1	1934539	800549	6190	1457
d132	2019-05-12	sp.a	sp.a	57253967150	Facebook	197	1	1763314	584467	8212	1301
d132	2019-05-12	România în primul rând	Future Innovation	770704223323599	Facebook	37	1	1729617	800238	1936	403
d132	2019-05-12	Parlement européen en France	Parlement européen en France	279757933824	Facebook	72	1	1471985	576000	5905	1560
d132	2019-05-12	BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	235	1	1451360	434414	9269	1461
d132	2019-05-12	SPÖ	SPÖ	77393060080	Facebook	542	1	1365512	446102	10438	1483
d132	2019-05-12	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	17	1	1331199	623458	2088	863
d132	2019-05-12	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	756	1	1301807	428392	19933	2119
d132	2019-05-12	Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	54	1	1176233	446083	3629	773
d132	2019-05-12	Partito Democratico		77034286895	Facebook	78	1	1120356	487898	3772	728
d132	2019-05-12	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	70	1	997881	362809	1641	433
d132	2019-05-12	Fidesz	Fidesz	9844779306	Facebook	8	1	974994	480000	3249	1624
d132	2019-05-12	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	133	1	952383	330000	4183	273
d132	2019-05-12	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	32	1	938837	391868	1881	435
d132	2019-05-12	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	5	1	904760	402380	4564	1013
d132	2019-05-12	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	13	1	838329	369166	1244	335
d132	2019-05-12	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	96	1	814413	380319	3711	669
d132	2019-05-12	Open Vld	Open Vld	53668151866	Facebook	168	1	802782	316448	5374	1051
d132	2019-05-12	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	22	1	801060	361745	551	217
d132	2019-05-12	DIE LINKE	DIE LINKE	47694585682	Facebook	170	1	793346	279870	3840	186
