day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d128	2019-05-08	CDU	CDU	78502295414	Facebook	3170	1	4830978	1159375	43378	1037
d128	2019-05-08	România în primul rând	Future Innovation	770704223323599	Facebook	37	1	2091839	932043	2198	545
d128	2019-05-08	FDP	FDP	21289227249	Facebook	524	1	2078150	628625	18855	1054
d128	2019-05-08	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	35	1	1983049	868415	5004	1028
d128	2019-05-08	European Parliament		178362315106	Facebook	19	1	1933559	925515	13178	3462
d128	2019-05-08	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	295	1	1888545	723203	10340	1864
d128	2019-05-08	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	93	1	1796154	744807	5481	1329
d128	2019-05-08	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	175	1	1738095	522018	29987	3601
d128	2019-05-08	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	22	1	1708790	736148	3369	863
d128	2019-05-08	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	46	1	1350609	610180	4494	781
d128	2019-05-08	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	16	1	1264533	594291	2192	876
d128	2019-05-08	Vlaams Belang	Vlaams Belang	56605856504	Facebook	4	1	1214581	585625	6987	1397
d128	2019-05-08	SPD	SPD	47930567748	Facebook	600	1	1184663	184307	59369	366
d128	2019-05-08	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	35	1	1178852	520376	2432	693
d128	2019-05-08	Partito Democratico		77034286895	Facebook	79	1	1153689	504565	3938	762
d128	2019-05-08	Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	6	1	1150994	510000	3694	1600
d128	2019-05-08	SPÖ	SPÖ	77393060080	Facebook	525	1	1110666	353569	9556	1158
d128	2019-05-08	Venstre, Danmarks Liberale Parti		21465928829	Facebook	323	1	1086520	430384	8451	1979
d128	2019-05-08	sp.a	sp.a	57253967150	Facebook	143	1	1074894	367775	5381	924
d128	2019-05-08	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	5	1	999996	450000	16205	3241
d128	2019-05-08	Open Vld	Open Vld	53668151866	Facebook	165	1	980349	385781	10237	1623
d128	2019-05-08	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	581	1	973107	347142	12671	1714
d128	2019-05-08	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	17	1	899995	371666	1245	199
d128	2019-05-08	Save the Children Italia		46590675335	Facebook	5	1	789580	327916	2242	1029
d128	2019-05-08	Fidesz	Fidesz	9844779306	Facebook	7	1	766662	351666	2682	1289
