country_code_filter	country_name_filter	impression_code	impression_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	0_1k	0 - 1k	2889	709	1977777	0	193542	6
BE	Belgium	1k_5k	1k - 5k	3055	980	10436263	2087670	206041	148
BE	Belgium	5k_10k	5k - 10k	1531	634	10681282	5341175	114386	2552
BE	Belgium	10k_50k	10k - 50k	2730	766	85830257	17166394	468513	77471
BE	Belgium	50k_100k	50k - 100k	775	259	44702974	22351710	246238	64805
BE	Belgium	100k_200k	100k - 200k	459	162	45933738	22966984	277216	76621
BE	Belgium	200k_500k	200k - 500k	352	116	90365277	36146183	513256	118788
BE	Belgium	500k_1m	500k - 1m	110	55	35612969	17806502	224036	48772
