advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sozialdemokratische Partei Österreich		AR89974685768351744	Google	g	Google	8	1	2240000	220000	62100	1200
Start Business Hellas Single Member P.C.		AR513164341793521664	Google	g	Google	2	1	2000000	200000	60000	1000
CDU-Kreisverband Neustadt		AR152876371603881984	Google	g	Google	2	1	2000000	200000	1000	100
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	g	Google	22	1	1840000	170000	2900	200
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	g	Google	12	1	1740000	170000	64550	1450
Socialdemokratiet		AR237678679797268480	Google	g	Google	33	1	1590000	140000	8400	750
SPD Berlin		AR257142234632159232	Google	g	Google	13	1	1480000	140000	32850	750
Bündnis90/ Die Grünen		AR207068276079984640	Google	g	Google	33	1	1410000	120000	96900	2100
GREEN DAY, s.r.o		AR423241058193768448	Google	g	Google	56	1	1370000	90000	5050	250
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	g	Google	134	1	1340000	0	6700	0
Savo-Karjalan vihreät ry		AR343251587273064448	Google	g	Google	24	1	1230000	110000	1200	0
Kresťanská únia		AR358916054556082176	Google	g	Google	3	1	1200000	120000	1050	100
Hämeen Uusi Suunta ry		AR330633591832707072	Google	g	Google	18	1	900000	80000	64400	1400
Partito Democratico		AR254356072167374848	Google	g	Google	26	1	890000	70000	215450	4000
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	g	Google	25	1	790000	60000	2150	100
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	g	Google	51	1	780000	30000	9300	750
EUpositive.sk		AR348804120993333248	Google	g	Google	20	1	650000	50000	1450	50
European People’s Party		AR308399267695820800	Google	g	Google	30	1	570000	30000	5100	400
Yhteinen hyvä ry		AR296997332115783680	Google	g	Google	35	1	440000	10000	3550	200
Vapaus ry		AR124593908880506880	Google	g	Google	24	1	420000	20000	1200	0
Open Vld		AR369049153717665792	Google	g	Google	33	1	420000	10000	2100	50
Alternative für Deutschland		AR380456861733748736	Google	g	Google	6	1	420000	40000	1200	100
Sozialdemokratische Partei Deutschlands SPD		AR224933965641809920	Google	g	Google	4	1	400000	40000	1100	100
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	g	Google	17	1	350000	20000	4900	450
Barcelona en Comú		AR342176264901099520	Google	g	Google	20	1	290000	10000	1450	50
Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	g	Google	8	1	260000	20000	1300	100
Maria Spyraki		AR80818777565954048	Google	g	Google	8	1	260000	20000	400	0
Unitas		AR53945888749387776	Google	g	Google	22	1	220000	0	1100	0
Občanská demokratická strana		AR37429025076936704	Google	g	Google	2	1	200000	20000	1000	100
Janika Takatalo		AR113027046556303360	Google	g	Google	15	1	150000	0	750	0
Liberal Alliance Djursland		AR73057599863390208	Google	g	Google	15	1	150000	0	750	0
Työlinjalla ry		AR88565111861542912	Google	g	Google	14	1	140000	0	700	0
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	g	Google	13	1	130000	0	2450	200
Tampereen Vihreät ry		AR4096230569279488	Google	g	Google	13	1	130000	0	650	0
PARTIDUL PRO ROMANIA		AR542586448319086592	Google	g	Google	2	1	110000	10000	100	0
Michael Aastrup Jensen		AR92226485582036992	Google	g	Google	2	1	110000	10000	550	50
Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	g	Google	1	1	100000	10000	50	0
COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS		AR564955737508282368	Google	g	Google	1	1	100000	10000	500	50
W.R.P.R., s.r.o.		AR111802190602960896	Google	g	Google	1	1	100000	10000	500	50
AfD-Kreisverband Braunschweig		AR201649882778304512	Google	g	Google	9	1	90000	0	450	0
Studio Montrucchio Capello snc		AR159631771044937728	Google	g	Google	6	1	60000	0	300	0
Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	g	Google	6	1	60000	0	300	0
Uusmaalaisten puolesta ry		AR139371345157816320	Google	g	Google	5	1	50000	0	2050	200
ADDO DIGITAL IKE		AR15516582969081856	Google	g	Google	3	1	30000	0	150	0
Klassiskt Liberala Partiet		AR214800866480226304	Google	g	Google	3	1	30000	0	600	50
Morten Dahlin		AR273707476816232448	Google	g	Google	3	1	30000	0	150	0
Projekt Európa		AR303746959120793600	Google	g	Google	3	1	30000	0	150	0
Tėvynės Sąjunga – Lietuvos krikščionys demokratai		AR186518403756851200	Google	g	Google	2	1	20000	0	550	50
GroenLinks		AR148211418645135360	Google	g	Google	1	1	10000	0	50	0
Avante Comunicación SL		AR486291452976955392	Google	g	Google	1	1	10000	0	50	0
