spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	DE	Germany	7505	231	21336313	3768589	738615	0
50_100	50 - 100	DE	Germany	7504	230	66618	11766	2306	0
100_1k	100 - 1k	DE	Germany	36	18	2659687	904863	17991	4504
1k_5k	1k - 5k	DE	Germany	3	2	1999994	899998	14996	2999
