country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DE	Germany	nordrhein_westfalen	Nordrhein-Westfalen	23717	2254	40958497	11784261	378064	30179
DE	Germany	baden_wurttemberg	Baden-Württemberg	23835	2191	24092027	6739086	303703	14675
DE	Germany	bayern	Bayern	22732	2167	13218567	4266036	162186	12079
DE	Germany	niedersachsen	Niedersachsen	21916	1930	12484626	3219281	132304	5426
DE	Germany	berlin	Berlin	21147	2010	10486146	3104751	135078	12838
DE	Germany	hessen	Hessen	22050	1982	10308457	2790056	120330	6652
DE	Germany	rheinland_pfalz	Rheinland-Pfalz	21793	1971	9933680	2386953	156188	4475
DE	Germany	hamburg	Hamburg	20120	1780	4988004	1369449	73837	5224
DE	Germany	schleswig_holstein	Schleswig-Holstein	19077	1624	4665848	1130755	57975	2145
DE	Germany	sachsen	Sachsen	19682	1721	4468008	1145377	78903	3554
DE	Germany	saarland	Saarland	17583	1501	3853696	1023180	41807	3463
DE	Germany	bremen	Bremen	17727	1490	3562065	876905	54961	1487
DE	Germany	thuringen	Thüringen	18107	1583	3397959	848280	48465	1558
DE	Germany	saxony_anhalt	Saxony-Anhalt	17776	1552	3082796	724422	39750	2250
DE	Germany	mecklenburg_vorpommern	Mecklenburg-Vorpommern	16506	1462	1613854	380775	26735	554
DE	Germany	brandenburg	Brandenburg	16692	1538	896785	217974	18766	360
