country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	0_50	0 - 50	10163	2044	82790395	21141080	665247	175
BE	Belgium	50_100	50 - 100	10325	2019	1882783	616020	11318	1656
BE	Belgium	100_1k	100 - 1k	2888	592	188086552	76334491	960687	260619
BE	Belgium	1k_5k	1k - 5k	306	81	92730264	41264176	862249	172974
BE	Belgium	5k_10k	5k - 10k	13	11	2148925	1073852	22086	10824
BE	Belgium	10k_50k	10k - 50k	2	2	1022449	511225	50998	10199
