age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	HU	Hungary	14	9	2320	406	6	2
18_24	18-24	HU	Hungary	255	57	1659749	675399	4554	1759
25_34	25-34	HU	Hungary	273	59	1900655	793352	5119	2043
35_44	35-44	HU	Hungary	277	60	1533849	626578	4729	1893
45_54	45-54	HU	Hungary	262	58	1575741	641819	5347	2146
55_64	55-64	HU	Hungary	249	56	1788948	723255	6611	2570
65_	65+	HU	Hungary	235	48	1430647	562470	5631	2096
