country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	m25_34	male (25-34)	1968	497	2396542	861042	13625	1950
EE	Estonia	f25_34	female (25-34)	2115	507	2349838	891021	12831	1934
EE	Estonia	f18_24	female (18-24)	1922	462	2046151	760345	10423	1379
EE	Estonia	m18_24	male (18-24)	1799	451	1863963	664781	10196	1354
EE	Estonia	f35_44	female (35-44)	2080	497	1777865	646487	10513	1490
EE	Estonia	m35_44	male (35-44)	1936	489	1507914	531837	9069	1207
EE	Estonia	f45_54	female (45-54)	1981	471	1318680	462747	7978	967
EE	Estonia	f55_64	female (55-64)	1470	437	1029788	348699	5918	496
EE	Estonia	m45_54	male (45-54)	1830	460	882015	299386	5367	624
EE	Estonia	f65_	female (65+)	1315	388	708667	233937	4203	320
EE	Estonia	m55_64	male (55-64)	1373	426	473755	156124	2879	212
EE	Estonia	m65_	male (65+)	1254	382	289383	95970	1771	129
EE	Estonia	f13_17	female (13-17)	208	90	184712	71303	393	11
EE	Estonia	m13_17	male (13-17)	191	86	114990	45584	269	8
EE	Estonia	u35_44	unknown (35-44)	1729	438	30862	11422	172	27
EE	Estonia	u25_34	unknown (25-34)	1692	436	19647	7490	101	17
EE	Estonia	u45_54	unknown (45-54)	1556	401	12037	4302	73	10
EE	Estonia	u18_24	unknown (18-24)	1350	356	5718	2097	32	4
EE	Estonia	u65_	unknown (65+)	916	326	3573	1219	18	1
EE	Estonia	u55_64	unknown (55-64)	974	344	3006	1094	15	1
EE	Estonia	u13_17	unknown (13-17)	147	73	530	218	0	0
