advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	25_34	25-34	1292	1	60696166	27154719	341007	86839
Kialo		729627343834501	Facebook	25_34	25-34	841	1	33122456	13039508	218050	53096
Podemos	Unidas Podemos	269212336568846	Facebook	25_34	25-34	322	1	27140574	12187061	152921	39189
People's Vote UK	People's Vote	748608695327755	Facebook	25_34	25-34	3411	1	25930497	9194634	300318	55781
Ciudadanos	Ciudadanos	74078667754	Facebook	25_34	25-34	5451	1	19388554	5887631	193386	14360
Partido Popular	Partido Popular	72249031214	Facebook	25_34	25-34	1224	1	18117743	6625025	104473	15047
European Greens		141366725876424	Facebook	25_34	25-34	277	1	17983913	7920355	99127	24954
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	25_34	25-34	237	1	13680785	6122467	27891	6447
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	25_34	25-34	3415	1	13233232	4698994	149338	22084
sp.a	sp.a	57253967150	Facebook	25_34	25-34	303	1	12847285	5392984	55654	12792
CDU	CDU	78502295414	Facebook	25_34	25-34	3170	1	12577168	3002115	107531	2670
SPD	SPD	47930567748	Facebook	25_34	25-34	7693	1	12212505	3818126	224363	14893
European Commission		107898832590939	Facebook	25_34	25-34	69	1	11912533	5525083	47835	12549
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	25_34	25-34	2368	1	11226604	4111494	107504	13127
Conservatives	The Conservative Party	8807334278	Facebook	25_34	25-34	1867	1	10279174	4012719	105049	15190
FDP	FDP	21289227249	Facebook	25_34	25-34	2483	1	9716067	2984209	78763	4146
Best For Britain	Best for Britain	1863944713844924	Facebook	25_34	25-34	837	1	8730227	3719144	97187	23199
The Labour Party	The Labour Party	25749647410	Facebook	25_34	25-34	600	1	8276630	3388541	62098	12993
România în primul rând	Future Innovation	770704223323599	Facebook	25_34	25-34	77	1	7684796	3257681	9733	2279
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	25_34	25-34	83	1	7491848	3435939	16529	4900
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	25_34	25-34	125	1	7142520	2977638	20488	5923
Greenpeace France		39435457457	Facebook	25_34	25-34	130	1	6950119	3170156	34163	7783
Vlaams Belang	Vlaams Belang	56605856504	Facebook	25_34	25-34	76	1	6847387	3167526	48563	12320
PSOE	PSOE	189318235003	Facebook	25_34	25-34	333	1	6800434	2704305	21717	4073
Rädda Barnen		72659261793	Facebook	25_34	25-34	527	1	5809400	1884830	49814	12600
