advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	35_44	35-44	1212	1	37546752	16917777	219859	56091
Podemos	Unidas Podemos	269212336568846	Facebook	35_44	35-44	319	1	26624626	11823320	161266	42120
Ciudadanos	Ciudadanos	74078667754	Facebook	35_44	35-44	5485	1	24539716	7388084	256442	17228
People's Vote UK	People's Vote	748608695327755	Facebook	35_44	35-44	3431	1	20522971	7162304	265290	48517
Kialo		729627343834501	Facebook	35_44	35-44	839	1	17782112	7056905	122189	30082
Partido Popular	Partido Popular	72249031214	Facebook	35_44	35-44	1296	1	16189316	6146499	92874	13436
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	35_44	35-44	239	1	13485153	6022429	31672	7140
Britain's Future	Britain's Future	1625300137516491	Facebook	35_44	35-44	3881	1	13450441	4230055	155262	22947
European Greens		141366725876424	Facebook	35_44	35-44	266	1	11120635	4958862	64471	16580
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	35_44	35-44	3524	1	9967745	3381946	144426	18996
sp.a	sp.a	57253967150	Facebook	35_44	35-44	329	1	8809652	3606995	36571	8780
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	35_44	35-44	2359	1	8202254	2851288	91260	10539
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	35_44	35-44	87	1	8060207	3670535	21778	5738
Conservatives	The Conservative Party	8807334278	Facebook	35_44	35-44	1918	1	7883915	3064723	85768	11699
The Labour Party	The Labour Party	25749647410	Facebook	35_44	35-44	616	1	7663682	3098542	61020	12781
CDU	CDU	78502295414	Facebook	35_44	35-44	3170	1	7055402	1701055	68250	1536
Best For Britain	Best for Britain	1863944713844924	Facebook	35_44	35-44	818	1	6351092	2688874	80608	19465
FDP	FDP	21289227249	Facebook	35_44	35-44	2469	1	6268521	1901042	52985	2830
Rädda Barnen		72659261793	Facebook	35_44	35-44	553	1	6262330	1977057	55111	13920
PSOE	PSOE	189318235003	Facebook	35_44	35-44	331	1	5962765	2389753	19679	3830
Partito Democratico		77034286895	Facebook	35_44	35-44	192	1	5934611	2640061	19132	4792
SPD	SPD	47930567748	Facebook	35_44	35-44	6530	1	5785405	1946638	94180	7311
România în primul rând	Future Innovation	770704223323599	Facebook	35_44	35-44	93	1	5378746	2348852	4692	1262
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	35_44	35-44	124	1	5372584	2228194	14812	3750
Vlaams Belang	Vlaams Belang	56605856504	Facebook	35_44	35-44	77	1	5264907	2441172	38437	9526
