advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	45_54	45-54	1171	1	24118949	10707974	144277	35319
Partido Popular	Partido Popular	72249031214	Facebook	45_54	45-54	2430	1	20921713	6530886	165172	14843
Britain's Future	Britain's Future	1625300137516491	Facebook	45_54	45-54	3897	1	19359900	5928768	225851	33175
Ciudadanos	Ciudadanos	74078667754	Facebook	45_54	45-54	4723	1	18709567	5730754	168513	14335
Podemos	Unidas Podemos	269212336568846	Facebook	45_54	45-54	302	1	18673541	8322502	116924	30853
People's Vote UK	People's Vote	748608695327755	Facebook	45_54	45-54	3417	1	15787608	5300323	228661	40112
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	45_54	45-54	236	1	11753808	5259508	33186	7412
Kialo		729627343834501	Facebook	45_54	45-54	805	1	11692171	4598142	85438	21429
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	45_54	45-54	94	1	9950303	4561359	24818	7163
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	45_54	45-54	378	1	9920516	3975750	50786	9496
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	45_54	45-54	3518	1	8144559	2669807	131479	15938
The Labour Party	The Labour Party	25749647410	Facebook	45_54	45-54	636	1	7796996	3126117	67197	14984
Conservatives	The Conservative Party	8807334278	Facebook	45_54	45-54	1788	1	7486673	2977040	86396	11753
sp.a	sp.a	57253967150	Facebook	45_54	45-54	295	1	7021743	2807494	32108	7489
SPD	SPD	47930567748	Facebook	45_54	45-54	6721	1	6755823	1998609	135616	7899
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	45_54	45-54	146	1	6026177	2567325	10806	2773
Partito Democratico		77034286895	Facebook	45_54	45-54	192	1	5895707	2613369	21135	5095
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	45_54	45-54	2334	1	5799303	1933769	74658	7773
FDP	FDP	21289227249	Facebook	45_54	45-54	2462	1	5684237	1728129	49211	3027
Best For Britain	Best for Britain	1863944713844924	Facebook	45_54	45-54	763	1	5614672	2355780	79618	18907
38 Degrees	38 Degrees	200006375787	Facebook	45_54	45-54	651	1	5254195	1918694	35377	5383
We are the 52%	We are the 52%	466744973727718	Facebook	45_54	45-54	278	1	5160898	1912950	14084	1908
CDU	CDU	78502295414	Facebook	45_54	45-54	3170	1	4931662	1198355	49167	1097
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	45_54	45-54	65	1	4639367	2177725	9994	4466
Greenpeace France		39435457457	Facebook	45_54	45-54	125	1	4619684	2100917	23834	5503
