week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w011	Week 11	European Parliament		178362315106	Facebook	236	1	15754817	7050761	90209	22197
w011	Week 11	Kialo		729627343834501	Facebook	37	1	7210963	3142000	29697	9435
w011	Week 11	Britain's Future	Britain's Future	1625300137516491	Facebook	638	1	4569113	1547273	53399	124
w011	Week 11	Best For Britain	Best for Britain	1863944713844924	Facebook	70	1	3744232	1598665	32821	7057
w011	Week 11	Ayuda LGTB		315021912539118	Facebook	32	1	3696968	1538000	26068	5100
w011	Week 11	Greenpeace France		39435457457	Facebook	19	1	3669981	1666000	25781	5900
w011	Week 11	Conservatives	The Conservative Party	8807334278	Facebook	368	1	2922632	841000	42158	0
w011	Week 11	Médecins du Monde France		265420476920	Facebook	447	1	2538553	681000	47253	1300
w011	Week 11	People's Vote UK	People's Vote	748608695327755	Facebook	206	1	2483726	738973	32779	5122
w011	Week 11	Vattenfall Sverige		608975645850217	Facebook	24	1	2242586	1026666	27370	7851
w011	Week 11	Right To Vote	Right to Vote	408236463256774	Facebook	186	1	2233783	505791	18760	1961
w011	Week 11	Humble Household		1746853745395190	Facebook	13	1	1909987	792000	17309	4246
w011	Week 11	Sign for my Future	Sign for my Future	1345513882259768	Facebook	19	1	1690086	750714	10953	2589
w011	Week 11	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	102	1	1683409	556431	15878	1877
w011	Week 11	Asthma UK	Asthma UK	40952091012	Facebook	5	1	1654995	761000	12839	2545
w011	Week 11	Adesso Basta		1062452300584762	Facebook	2	1	1599998	800000	7998	1600
w011	Week 11	The Labour Party	The Labour Party	25749647410	Facebook	45	1	1493627	598333	9868	1357
w011	Week 11	38 Degrees	38 Degrees	200006375787	Facebook	77	1	1438388	464453	8924	942
w011	Week 11	European Greens		141366725876424	Facebook	22	1	1354419	564717	6738	1691
w011	Week 11	We are the 52%	We are the 52%	466744973727718	Facebook	36	1	1334225	423339	5352	707
w011	Week 11	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	166	1	1323396	484758	15888	4262
w011	Week 11	Parlamento Europeo - Oficina en España		161616883888862	Facebook	11	1	1235989	452000	2164	274
w011	Week 11	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	2	1	1199998	600000	998	200
w011	Week 11	Открытые медиа. Инфометр		1246107138782307	Facebook	5	1	1159995	535000	717	147
w011	Week 11	Medici Senza Frontiere		65737832194	Facebook	24	1	1009045	426874	3693	1279
