advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Future Innovation SRL		AR474748779908562944	Google	w018	Week 18	42	1	145329253	14532389	300981	5217
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	w018	Week 18	72	1	75756802	7575680	130788	2526
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	w018	Week 18	76	1	63185474	6307605	217861	13111
AMERISOFT SRL		AR573801583431647232	Google	w018	Week 18	153	1	58049920	5794590	5619	370
Freiheitliche Partei Österreich		AR333020356698701824	Google	w018	Week 18	41	1	25284165	2524316	168002	15386
Popolari per l'Italia		AR406403961759727616	Google	w018	Week 18	5	1	24871794	2487179	42846	758
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	w018	Week 18	143	1	21489347	2088784	13574	408
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	w018	Week 18	27	1	19698039	1965803	190144	3290
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	w018	Week 18	449	1	18843031	1699221	27939	1015
Občanska demokraticka strana		AR386241117529571328	Google	w018	Week 18	33	1	16275571	1609999	29456	707
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	w018	Week 18	62	1	15430737	1534883	62377	1519
CDU Christlich Demokratische Union		AR68737343799951360	Google	w018	Week 18	2557	1	13943095	722500	115615	8712
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	w018	Week 18	1489	1	13329297	866916	29341	379
mmb media agentur d.o.o.		AR524572049809604608	Google	w018	Week 18	747	1	9376773	394285	27941	0
Alternativet		AR198061076825243648	Google	w018	Week 18	6	1	8677857	866785	43633	786
CDA Doetinchem		AR453512812329697280	Google	w018	Week 18	35	1	7696483	765359	1156	56
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	w018	Week 18	124	1	6974083	669749	4701	236
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	w018	Week 18	28	1	6714615	670384	740	40
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	w018	Week 18	56	1	6614617	654021	120454	2232
Liberal Alliance		AR183859784640888832	Google	w018	Week 18	101	1	5998714	566556	133285	3320
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	w018	Week 18	8	1	5645220	564522	18965	361
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	w018	Week 18	102	1	4232987	412486	1578	61
HLAS		AR312619193323225088	Google	w018	Week 18	388	1	3328378	177012	14966	239
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	w018	Week 18	49	1	3291023	314142	1238	40
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	w018	Week 18	26	1	3053666	300250	2246	185
Start Business Hellas Single Member P.C.		AR513164341793521664	Google	w018	Week 18	2	1	2925696	292569	16718	278
Párbeszéd Magyarországért		AR567356246269624320	Google	w018	Week 18	9	1	2925430	290641	7383	170
Svobodní		AR190231179645943808	Google	w018	Week 18	106	1	2784767	254488	2548	66
UAB "BPN LT"		AR135010682042056704	Google	w018	Week 18	32	1	2675677	267567	1337	77
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	w018	Week 18	24	1	2642276	263668	1999	184
Cink, s.r.o.		AR361287976015101952	Google	w018	Week 18	29	1	2606122	257980	6429	175
SPD		AR456734381399080960	Google	w018	Week 18	32	1	2261489	223341	121315	8515
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	w018	Week 18	171	1	1983256	151060	22767	373
Open Vld		AR369049153717665792	Google	w018	Week 18	33	1	1947976	191369	2328	188
CDU-Kreisverband Neustadt		AR152876371603881984	Google	w018	Week 18	2	1	1666666	166666	833	83
Bündnis90/ Die Grünen		AR207068276079984640	Google	w018	Week 18	40	1	1626658	155514	94118	1845
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	w018	Week 18	32	1	1613745	152105	9240	216
Flamesite s.r.o.		AR522320249995919360	Google	w018	Week 18	177	1	1547529	97300	4146	101
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	w018	Week 18	76	1	1365848	126906	18720	357
Sozialdemokratische Partei Österreich		AR89974685768351744	Google	w018	Week 18	8	1	1334761	130952	46569	838
Socialdemokratiet		AR237678679797268480	Google	w018	Week 18	33	1	1313844	127030	23648	680
Kresťanská únia		AR358916054556082176	Google	w018	Week 18	3	1	1141666	114166	1208	120
DOPRAVA		AR56197688563073024	Google	w018	Week 18	6	1	1080675	107017	32450	567
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	w018	Week 18	4	1	946198	94619	4147	123
EUpositive.sk		AR348804120993333248	Google	w018	Week 18	20	1	664714	61666	923	63
Fianna Fáil		AR101183107301900288	Google	w018	Week 18	22	1	646520	63934	975	86
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	w018	Week 18	2	1	619047	61904	18571	309
Aalborg Venstrevælger forening		AR118173585608015872	Google	w018	Week 18	33	1	605606	56583	481	17
GREEN DAY, s.r.o		AR423241058193768448	Google	w018	Week 18	45	1	594735	52480	1128	74
Gestion et Action Libérale		AR201311233196949504	Google	w018	Week 18	182	1	523949	5541	20525	450
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	w018	Week 18	138	1	511624	0	4371	201
Sozialdemokratische Partei Deutschlands SPD		AR224933965641809920	Google	w018	Week 18	4	1	488888	48888	6999	144
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	w018	Week 18	202	1	472000	4924	23606	521
Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	w018	Week 18	7	1	449046	43787	370	31
European People’s Party		AR308399267695820800	Google	w018	Week 18	30	1	308578	14125	27594	581
Slovenska demokratska stranka		AR170068335415787520	Google	w018	Week 18	1	1	304347	30434	152	15
SPD Berlin		AR257142234632159232	Google	w018	Week 18	11	1	297467	27958	5238	136
Fondation Populaire		AR320938922932699136	Google	w018	Week 18	5	1	290241	29024	5169	99
Partito Democratico		AR254356072167374848	Google	w018	Week 18	26	1	287676	24131	73720	1328
Barcelona en Comú		AR342176264901099520	Google	w018	Week 18	23	1	215384	12321	1076	61
Alternative für Deutschland		AR380456861733748736	Google	w018	Week 18	4	1	178269	17743	591	55
Bündnis 90/Die Grünen Landesverband RLP		AR50338116220747776	Google	w018	Week 18	36	1	167901	0	1177	37
Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	w018	Week 18	12	1	92807	7133	8218	164
Maria Spyraki		AR80818777565954048	Google	w018	Week 18	8	1	87282	7627	193	11
Liberal Alliance Djursland		AR73057599863390208	Google	w018	Week 18	15	1	57803	2222	289	11
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	w018	Week 18	14	1	56523	4769	95	3
Open VLD		AR350212320510607360	Google	w018	Week 18	9	1	49999	0	249	0
Unitas		AR53945888749387776	Google	w018	Week 18	12	1	48533	0	242	0
Klassiskt Liberala Partiet		AR214800866480226304	Google	w018	Week 18	3	1	36000	3000	450	45
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	w018	Week 18	12	1	35443	1764	5816	136
ADDO DIGITAL IKE		AR15516582969081856	Google	w018	Week 18	2	1	35294	3529	17	0
Avante Comunicación SL		AR486291452976955392	Google	w018	Week 18	1	1	30000	3000	150	15
W.R.P.R., s.r.o.		AR111802190602960896	Google	w018	Week 18	1	1	25000	2500	125	12
HEADS, s.r.o.		AR356967719951663104	Google	w018	Week 18	1	1	17073	1707	5121	85
Evropa společně		AR128025209792888832	Google	w018	Week 18	2	1	14264	1250	71	6
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	w018	Week 18	1	1	13461	2692	26	0
Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	w018	Week 18	4	1	12173	0	197	15
Euroopassa Suomen Tähden ry		AR176823734856843264	Google	w018	Week 18	1	1	10000	0	50	0
Janika Takatalo		AR113027046556303360	Google	w018	Week 18	3	1	9999	0	349	33
Studio Montrucchio Capello snc		AR159631771044937728	Google	w018	Week 18	3	1	9420	0	184	15
Projekt Európa		AR303746959120793600	Google	w018	Week 18	3	1	5236	0	26	0
Morten Dahlin		AR273707476816232448	Google	w018	Week 18	3	1	4779	0	23	0
ODS		AR230482101315567616	Google	w018	Week 18	3	1	4703	0	23	0
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	w018	Week 18	5	1	3333	0	46	3
GroenLinks		AR148211418645135360	Google	w018	Week 18	1	1	1250	0	6	0
AfD-Kreisverband Braunschweig		AR201649882778304512	Google	w018	Week 18	1	1	666	0	33	3
