week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	European Parliament		178362315106	Facebook	83	1	22310932	10280909	132728	34633
w019	Week 19	CDU	CDU	78502295414	Facebook	3170	1	19323915	4637500	173515	4150
w019	Week 19	AMERISOFT SRL		AR573801583431647232	Google	108	1	16411301	1628122	2817	0
w019	Week 19	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	109	1	15305442	6697337	35279	7427
w019	Week 19	România în primul rând	Future Innovation	770704223323599	Facebook	54	1	14803071	6573991	13320	3548
w019	Week 19	mmb media agentur d.o.o.		AR524572049809604608	Google	1305	1	14717670	635714	43931	0
w019	Week 19	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1793	1	14265451	274977	58953	0
w019	Week 19	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	361	1	12557168	5042633	60578	11271
w019	Week 19	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	35	1	11839611	5627947	22407	5696
w019	Week 19	Mediabrands Digital OÜ		AR530356305605427200	Google	336	1	11819999	939999	16800	0
w019	Week 19	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	104	1	11460002	4831828	34446	9106
w019	Week 19	COALICION CANARIA		AR489541609348661248	Google	1044	1	11070000	70000	52199	0
w019	Week 19	FDP	FDP	21289227249	Facebook	1365	1	10425355	3274015	93939	5994
w019	Week 19	European Greens		141366725876424	Facebook	41	1	8947830	4052261	56728	14809
w019	Week 19	SPD	SPD	47930567748	Facebook	2482	1	8930645	1876547	261451	4629
w019	Week 19	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	51	1	8301957	3468000	10907	1665
w019	Week 19	SPÖ	SPÖ	77393060080	Facebook	569	1	8292982	2849984	65700	10318
w019	Week 19	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	24	1	8292810	3888496	17556	7636
w019	Week 19	sp.a	sp.a	57253967150	Facebook	221	1	7919077	2863553	41570	7202
w019	Week 19	EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	273	1	7440916	558750	12060	0
w019	Week 19	Fidesz	Fidesz	9844779306	Facebook	43	1	7349958	3530000	25690	12690
w019	Week 19	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	59	1	7297954	3215741	14374	4028
w019	Week 19	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	771	1	7049295	2360390	91419	13510
w019	Week 19	Partito Democratico		77034286895	Facebook	79	1	6720927	2981777	21101	4077
w019	Week 19	Open Vld	Open Vld	53668151866	Facebook	284	1	6615846	2432690	44969	7837
w019	Week 19	BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	335	1	6551009	2251864	52071	10153
w019	Week 19	Parlement européen en France	Parlement européen en France	279757933824	Facebook	72	1	6502816	2665714	34873	8342
w019	Week 19	Vlaams Belang	Vlaams Belang	56605856504	Facebook	16	1	5872534	2686274	41848	12372
w019	Week 19	Save the Children España	Save the Children España	57845333112	Facebook	15	1	5659985	2685000	25285	5600
w019	Week 19	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	118	1	5625611	2103214	11121	3688
w019	Week 19	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	29	1	5330348	2315998	42242	10231
w019	Week 19	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	347	1	5211033	2028234	38063	9538
w019	Week 19	ČSSD	ČSSD	111041662264882	Facebook	1150	1	5073850	1050000	22289	4916
w019	Week 19	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	14	1	5031540	2345535	17382	4402
w019	Week 19	ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	27	1	4774146	2240166	7009	1977
w019	Week 19	KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	16	1	4750000	470000	800	0
w019	Week 19	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	489	1	4723191	1612130	82977	10934
w019	Week 19	LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	48	1	4581667	1974107	3153	825
w019	Week 19	Facebook Brussels	Facebook	287739491272583	Facebook	16	1	4518906	1986580	38350	9669
w019	Week 19	Sloboda a Solidarita		AR242125929453715456	Google	185	1	4460000	290000	9250	0
w019	Week 19	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	96	1	4420793	2092627	20921	3816
w019	Week 19	Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	344	1	4371318	1260636	28891	1887
w019	Week 19	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	138	1	4367426	1606500	16126	2390
w019	Week 19	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	25	1	4293228	1919987	3395	1346
w019	Week 19	HLAS		AR312619193323225088	Google	549	1	4227228	109904	16190	0
w019	Week 19	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	62	1	4215501	1774481	14505	3512
w019	Week 19	DIE LINKE	DIE LINKE	47694585682	Facebook	217	1	4023159	1428526	18542	1773
w019	Week 19	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	342	1	3775830	272292	6581	0
w019	Week 19	Kyriakos Mitsotakis		34848567724	Facebook	21	1	3624984	1549999	7433	1599
w019	Week 19	Open Vld		AR369049153717665792	Google	317	1	3547142	47142	15614	0
w019	Week 19	Kialo		729627343834501	Facebook	56	1	3373944	1130000	20244	4500
w019	Week 19	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1245	1	3351648	759632	60585	2495
w019	Week 19	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	12	1	3349988	1460000	48154	12687
w019	Week 19	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	88	1	3336058	1314095	15495	4348
w019	Week 19	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	58	1	3327962	1433639	5251	394
w019	Week 19	CDU Christlich Demokratische Union		AR68737343799951360	Google	362	1	3317500	0	16587	0
w019	Week 19	Greenpeace Deutschland		22541752487	Facebook	245	1	3227191	1043879	22578	3424
w019	Week 19	Greenpeace España	Greenpeace España	133044800622	Facebook	30	1	3224970	1301000	10670	1700
w019	Week 19	Andreas Schieder	SPÖ	290881691011354	Facebook	63	1	3223467	1159071	31839	6120
w019	Week 19	CDA Doetinchem		AR453512812329697280	Google	32	1	3124775	302019	1058	0
w019	Week 19	Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	427	1	3007982	1159259	11387	2186
w019	Week 19	Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	42	1	3006920	1256413	5363	850
w019	Week 19	INBOX	New Digital Media	369693523475596	Facebook	30	1	2999143	1334083	3334	250
w019	Week 19	Centerpartiet	Centerpartiet	12690894340	Facebook	125	1	2985260	1100127	30370	7604
w019	Week 19	GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	23	1	2969473	294736	423	0
w019	Week 19	Groen	Groen	84920854319	Facebook	131	1	2936976	982400	16888	2306
w019	Week 19	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	21	1	2934268	1225642	5447	2310
w019	Week 19	Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	38	1	2902107	1193285	5574	1164
w019	Week 19	RMDSZ	RMDSZ	102601499822802	Facebook	83	1	2877097	905818	4915	1041
w019	Week 19	Campact e.V.	Campact e.V.	82734241364	Facebook	25	1	2874126	1272323	16447	4021
w019	Week 19	Claudia Gamon	NEOS	447992848717452	Facebook	91	1	2873909	874000	18409	2900
w019	Week 19	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	119	1	2864901	896333	42499	10542
w019	Week 19	Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	117	1	2853688	200000	5268	0
w019	Week 19	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	15	1	2815348	1263214	4350	1328
w019	Week 19	Romania #nuepsd	Future Innovation	293215748279337	Facebook	4	1	2791663	1354166	1093	389
w019	Week 19	Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	11	1	2783325	1186666	12908	3593
w019	Week 19	Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	46	1	2741824	1205896	4436	766
w019	Week 19	SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	104	1	2697602	896485	19886	2964
w019	Week 19	Slovenska demokratska stranka		AR170068335415787520	Google	26	1	2690000	260000	1300	0
w019	Week 19	Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	129	1	2646031	802537	33751	9295
w019	Week 19	Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	22	1	2622615	1145035	6825	2204
w019	Week 19	Roberto Rosso	Roberto Rosso	1735684256653359	Facebook	16	1	2614984	1166000	16784	3900
w019	Week 19	Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	7	1	2584327	1210000	18160	3587
w019	Week 19	Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	25	1	2580977	1133000	13020	3209
w019	Week 19	Det Konservative Folkeparti		AR40969452518375424	Google	238	1	2555999	20000	11880	0
w019	Week 19	KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	22	1	2540738	245000	733	0
w019	Week 19	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	80	1	2509999	189999	4000	0
w019	Week 19	The Brexit Party	The Brexit Party	230416667843105	Facebook	43	1	2486110	1095219	44049	11400
w019	Week 19	DéFI	DéFI	173518112695794	Facebook	133	1	2476889	689104	20329	3156
w019	Week 19	John Crombez	sp.a	264131406977201	Facebook	31	1	2450211	1178942	10585	2220
w019	Week 19	Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	34	1	2449142	1045833	6933	3068
w019	Week 19	Stadt Wien	Stadt Wien	110971788921077	Facebook	50	1	2431764	867300	12214	2030
w019	Week 19	IKEA	IKEA	112961202185776	Facebook	73	1	2408576	986055	9191	1687
w019	Week 19	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	71	1	2405274	940282	33263	7469
w019	Week 19	Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	18	1	2358322	1084500	10565	2163
w019	Week 19	Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	45	1	2341608	1046869	6627	1354
w019	Week 19	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	47	1	2337464	1028916	6209	1520
