advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	w016	Week 16	16	1	134619	11694	337	21
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	w016	Week 16	2	1	100998	50000	682	133
Unitas		AR53945888749387776	Google	w016	Week 16	10	1	100000	0	500	0
COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS		AR564955737508282368	Google	w016	Week 16	1	1	100000	10000	500	50
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	w016	Week 16	15	1	89623	7222	211	9
Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	w016	Week 16	8	1	62807	4780	7962	140
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	w016	Week 16	18	1	42853	2416	7658	155
Maria Spyraki		AR80818777565954048	Google	w016	Week 16	4	1	34981	3183	31	0
Liberal Alliance		AR183859784640888832	Google	w016	Week 16	1	1	25000	2500	7500	125
Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	w016	Week 16	6	1	22148	1515	110	7
Michael Aastrup Jensen		AR92226485582036992	Google	w016	Week 16	1	1	20588	2058	102	10
Studio Montrucchio Capello snc		AR159631771044937728	Google	w016	Week 16	3	1	18750	0	93	0
Alternative für Deutschland		AR380456861733748736	Google	w016	Week 16	1	1	15384	1538	76	7
W.R.P.R., s.r.o.		AR111802190602960896	Google	w016	Week 16	1	1	14285	1428	71	7
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	w016	Week 16	5	1	6387	0	147	12
Párbeszéd Magyarországért		AR567356246269624320	Google	w016	Week 16	1	1	5833	0	29	0
ODS		AR230482101315567616	Google	w016	Week 16	3	1	4703	0	23	0
Nomada Stowarzyszenie		114318528622863	Facebook	w016	Week 16	1	1	4165	833	19	0
SPD		AR456734381399080960	Google	w016	Week 16	2	1	4041	0	20	0
Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	w016	Week 16	2	1	3684	0	18	0
GroenLinks		AR148211418645135360	Google	w016	Week 16	1	1	1250	0	6	0
