advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	0_50	0 - 50	SK	Slovakia	252	1	3152457	798071	24799	0
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	0_50	0 - 50	SK	Slovakia	1140	1	2789407	481386	112473	0
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	0_50	0 - 50	SK	Slovakia	95	1	2455238	653957	9375	0
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	0_50	0 - 50	SK	Slovakia	202	1	2245961	657292	19924	0
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	0_50	0 - 50	SK	Slovakia	157	1	2197987	585726	15477	0
Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	0_50	0 - 50	SK	Slovakia	68	1	1796761	509297	6686	0
Miroslav Žiak		396331590493376	Facebook	0_50	0 - 50	SK	Slovakia	97	1	1405498	328969	9573	0
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	0_50	0 - 50	SK	Slovakia	55	1	1370472	353626	5420	0
Miroslav Beblavý SPOLU - občianska demokracia	SPOLU - občianska demokracia	312985238719495	Facebook	0_50	0 - 50	SK	Slovakia	52	1	1223129	353895	5131	0
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	0_50	0 - 50	SK	Slovakia	116	1	1141296	274267	11429	0
NÁRODNÁ KOALÍCIA	NÁRODNÁ KOALÍCIA	145677979100505	Facebook	0_50	0 - 50	SK	Slovakia	119	1	1113404	287103	11744	0
ĽUBOŠ BLAHA	ĽUBOŠ BLAHA	2047997592105476	Facebook	0_50	0 - 50	SK	Slovakia	49	1	1020735	275135	4835	0
Ľubomír Šesták - volím č.8	Sestak Lubomir	713479689049720	Facebook	0_50	0 - 50	SK	Slovakia	37	1	1001834	298069	3651	0
SMER - SD	SMER - SD	102146246492040	Facebook	0_50	0 - 50	SK	Slovakia	19	1	787521	169470	1875	0
Lucia Nicholsonová verí v zdravý rozum	Richard Sulik	714437508635046	Facebook	0_50	0 - 50	SK	Slovakia	52	1	765631	163200	5048	0
Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	0_50	0 - 50	SK	Slovakia	48	1	720695	165480	4737	0
Richard Sulik	Richard Sulik	184760561603680	Facebook	0_50	0 - 50	SK	Slovakia	50	1	716689	169466	4934	0
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	0_50	0 - 50	SK	Slovakia	35	1	701427	156230	3435	0
Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	0_50	0 - 50	SK	Slovakia	28	1	679027	222146	2759	0
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	0_50	0 - 50	SK	Slovakia	38	1	660893	152522	3750	0
Maroš Šefčovič		245361515516655	Facebook	0_50	0 - 50	SK	Slovakia	19	1	654570	148861	1858	0
Dominik Hatiar • Mladí za lepšiu Európu		1795556150546258	Facebook	0_50	0 - 50	SK	Slovakia	67	1	639985	157406	6570	0
Pavol Dubček		282565561906912	Facebook	0_50	0 - 50	SK	Slovakia	16	1	613069	227290	1579	0
OBYČAJNÍ ĽUDIA a nezávislé osobnosti	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	150674111712306	Facebook	0_50	0 - 50	SK	Slovakia	12	1	554150	140539	1184	0
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	0_50	0 - 50	SK	Slovakia	51	1	515260	135557	5030	0
