region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
carlow	Carlow	IE	Ireland	1890	531	95060	23685	690	8
cavan	Cavan	IE	Ireland	2016	530	354236	147165	2949	648
county_clare	County Clare	IE	Ireland	2124	563	277547	65423	1814	120
county_cork	County Cork	IE	Ireland	2944	755	1163400	376061	10102	707
county_laois	County Laois	IE	Ireland	1865	533	84661	24622	1482	7
county_leitrim	County Leitrim	IE	Ireland	1618	440	15245	4187	170	7
county_longford	County Longford	IE	Ireland	1635	462	23831	6193	357	14
county_louth	County Louth	IE	Ireland	2463	622	360367	105482	2845	256
county_mayo	County Mayo	IE	Ireland	2262	562	331501	115062	4514	756
county_meath	County Meath	IE	Ireland	2415	621	237345	69471	1763	115
county_monaghan	County Monaghan	IE	Ireland	1856	496	137928	52420	2223	389
county_offaly	County Offaly	IE	Ireland	1778	505	60270	17409	725	8
county_tipperary	County Tipperary	IE	Ireland	2239	611	207656	66392	1308	50
county_westmeath	County Westmeath	IE	Ireland	2189	565	181601	44665	1559	257
donegal	Donegal	IE	Ireland	2352	608	1089990	354174	9477	1275
dublin	Dublin	IE	Ireland	3813	980	8240418	2862331	56772	5670
galway	Galway	IE	Ireland	2813	696	1758052	579996	14452	1996
kerry	Kerry	IE	Ireland	2153	580	665188	266076	6688	1081
kildare	Kildare	IE	Ireland	2538	657	448405	125867	3285	136
kilkenny	Kilkenny	IE	Ireland	2018	531	335154	83450	1652	10
limerick	Limerick	IE	Ireland	2453	668	459197	140714	3842	184
roscommon	Roscommon	IE	Ireland	1687	473	22331	6450	238	17
sligo	Sligo	IE	Ireland	2009	515	320138	75913	5439	372
waterford	Waterford	IE	Ireland	2266	609	256875	68385	1734	50
wexford	Wexford	IE	Ireland	2242	608	316198	109289	2634	316
wicklow	Wicklow	IE	Ireland	2272	606	275126	67541	1642	122
