advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDA	CDA	320374518118	Facebook	55_64	55-64	NL	Netherlands	8	1	497853	222488	2854	740
Partij van de Arbeid (PvdA)	Partij van de Arbeid (PvdA)	113895885305052	Facebook	55_64	55-64	NL	Netherlands	24	1	340058	138085	1774	561
European Parliament	European Parliament	178362315106	Facebook	55_64	55-64	NL	Netherlands	11	1	310224	126797	1974	498
VVD	VVD	121264564551002	Facebook	55_64	55-64	NL	Netherlands	29	1	277313	124154	1675	315
De Goede Zaak	DeGoedeZaak	264564577356897	Facebook	55_64	55-64	NL	Netherlands	9	1	243031	101105	2773	578
Jesse Klaver	GroenLinks	687496011309020	Facebook	55_64	55-64	NL	Netherlands	3	1	203043	82829	1949	389
D66	D66	52985377549	Facebook	55_64	55-64	NL	Netherlands	21	1	161786	62602	935	166
Esther de Lange	Esther de Lange	206205079489175	Facebook	55_64	55-64	NL	Netherlands	10	1	143227	62110	409	63
Partij voor de Dieren	Partij voor de Dieren	102287806490622	Facebook	55_64	55-64	NL	Netherlands	16	1	125481	51150	1022	360
ChristenUnie	ChristenUnie	211661062254003	Facebook	55_64	55-64	NL	Netherlands	21	1	123467	61512	741	139
GroenLinks	GroenLinks	175740570505	Facebook	55_64	55-64	NL	Netherlands	14	1	104770	46034	1225	317
SP	SP	128393027527	Facebook	55_64	55-64	NL	Netherlands	16	1	83092	28959	1073	241
College voor de Rechten van de Mens	College voor de Rechten van de Mens	176804439190262	Facebook	55_64	55-64	NL	Netherlands	8	1	79154	31146	503	149
Volt Nederland	Volt Nederland	146644665960101	Facebook	55_64	55-64	NL	Netherlands	44	1	76019	21379	1378	69
Paul Tang	PvdA	208020512703248	Facebook	55_64	55-64	NL	Netherlands	6	1	71380	28027	367	60
