age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	NL	Netherlands	70	25	119280	52022	750	254
18_24	18-24	NL	Netherlands	1035	231	11241990	4698129	74664	14840
25_34	25-34	NL	Netherlands	1107	239	8976663	3719073	60130	12269
35_44	35-44	NL	Netherlands	1097	238	5516546	2297839	37643	7841
45_54	45-54	NL	Netherlands	975	232	4835162	1975149	34137	6975
55_64	55-64	NL	Netherlands	918	224	3624840	1436365	28054	5544
65_	65+	NL	Netherlands	823	205	2757108	1054323	22818	4413
