advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDA	CDA	320374518118	Facebook	35_44	35-44	NL	Netherlands	8	1	951176	432011	5098	1361
Partij van de Arbeid (PvdA)	Partij van de Arbeid (PvdA)	113895885305052	Facebook	35_44	35-44	NL	Netherlands	31	1	528335	218013	2464	844
VVD	VVD	121264564551002	Facebook	35_44	35-44	NL	Netherlands	29	1	503356	231791	2942	583
D66	D66	52985377549	Facebook	35_44	35-44	NL	Netherlands	25	1	494622	210768	2648	548
Elke Stem Telt	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	1443518785699143	Facebook	35_44	35-44	NL	Netherlands	3	1	232076	105879	855	232
European Parliament	European Parliament	178362315106	Facebook	35_44	35-44	NL	Netherlands	11	1	228510	96117	2029	495
Volt Nederland	Volt Nederland	146644665960101	Facebook	35_44	35-44	NL	Netherlands	104	1	227565	80996	2116	281
Esther de Lange	Esther de Lange	206205079489175	Facebook	35_44	35-44	NL	Netherlands	10	1	223331	95317	646	96
De Goede Zaak	DeGoedeZaak	264564577356897	Facebook	35_44	35-44	NL	Netherlands	9	1	213216	91097	2297	487
ChristenUnie	ChristenUnie	211661062254003	Facebook	35_44	35-44	NL	Netherlands	21	1	210567	104572	1253	222
Jesse Klaver	GroenLinks	687496011309020	Facebook	35_44	35-44	NL	Netherlands	3	1	182330	74193	1759	352
GroenLinks	GroenLinks	175740570505	Facebook	35_44	35-44	NL	Netherlands	23	1	179056	79821	1730	440
Partij voor de Dieren	Partij voor de Dieren	102287806490622	Facebook	35_44	35-44	NL	Netherlands	16	1	153550	65340	1103	383
CDA Zuid-Holland	CDA Zuid-Holland	1523833891223465	Facebook	35_44	35-44	NL	Netherlands	48	1	137126	53526	864	45
European Greens	European Greens	141366725876424	Facebook	35_44	35-44	NL	Netherlands	2	1	96540	48270	2413	482
Henk Jan Ormel	CDA	823537391322678	Facebook	35_44	35-44	NL	Netherlands	2	1	70056	28067	143	69
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	35_44	35-44	NL	Netherlands	13	1	69237	25489	348	62
Malik Azmani	Malik Azmani	1734459723547461	Facebook	35_44	35-44	NL	Netherlands	26	1	53306	17867	616	42
Paul Tang	PvdA	208020512703248	Facebook	35_44	35-44	NL	Netherlands	6	1	50546	21978	198	33
Gert-Jan Segers	ChristenUnie	147772805659767	Facebook	35_44	35-44	NL	Netherlands	7	1	47740	13624	485	134
Agnes Jongerius	Partij van de Arbeid (PvdA)	764061133777036	Facebook	35_44	35-44	NL	Netherlands	5	1	42243	9411	109	0
Daan Versteeg	Versteeg Daniel R	1010657719133321	Facebook	35_44	35-44	NL	Netherlands	43	1	38174	11225	579	19
SP	SP	128393027527	Facebook	35_44	35-44	NL	Netherlands	16	1	37599	10979	350	70
Theo Alkemade	Alkemade Theodoor C W M	298059754467115	Facebook	35_44	35-44	NL	Netherlands	9	1	33129	6580	97	0
Vote for a Woman / Stem op een Vrouw		1329572193784367	Facebook	35_44	35-44	NL	Netherlands	4	1	32380	14302	271	114
