advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	nitra_region	Nitra Region	SK	Slovakia	20	1	138980	28000	2780	200
SMER - SD Nitra	SMER - SD	800561563389371	Facebook	nitra_region	Nitra Region	SK	Slovakia	2	1	59998	15000	198	0
SMER - sociálna demokracia Zlaté Moravce	SMER - SD	797840396992140	Facebook	nitra_region	Nitra Region	SK	Slovakia	3	1	14997	3000	297	0
SMER - SD Topoľčany	SMER - SD	979387228785287	Facebook	nitra_region	Nitra Region	SK	Slovakia	3	1	14216	2843	281	0
SMER - SD Levice	SMER - SD	642598419141100	Facebook	nitra_region	Nitra Region	SK	Slovakia	6	1	13994	2000	594	0
SMER - SD Nové Zámky	SMER - SD	603764413443927	Facebook	nitra_region	Nitra Region	SK	Slovakia	2	1	9998	2000	198	0
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	nitra_region	Nitra Region	SK	Slovakia	10	1	6074	2084	15	0
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	nitra_region	Nitra Region	SK	Slovakia	11	1	5476	1128	19	0
Lucia Kleštincová	EUpositive.sk	1933440166748185	Facebook	nitra_region	Nitra Region	SK	Slovakia	3	1	4883	976	9	0
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	nitra_region	Nitra Region	SK	Slovakia	2	1	4746	2373	16	3
Eugen Jurzyca - V Bruseli za Slovensko	Richard Sulik	1118309918191690	Facebook	nitra_region	Nitra Region	SK	Slovakia	8	1	4305	1362	21	0
Most-Híd (Híd-Most)	Most-Híd (Híd-Most)	353195602108	Facebook	nitra_region	Nitra Region	SK	Slovakia	5	1	2792	1258	32	0
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	nitra_region	Nitra Region	SK	Slovakia	28	1	2750	939	22	1
Antonio Parziale - Váš hlas v Európe	Európska Demokratická Strana	1485999664946680	Facebook	nitra_region	Nitra Region	SK	Slovakia	3	1	1845	442	7	0
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	nitra_region	Nitra Region	SK	Slovakia	3	1	1733	606	63	0
European Parliament	European Parliament	178362315106	Facebook	nitra_region	Nitra Region	SK	Slovakia	2	1	1626	325	10	1
Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	nitra_region	Nitra Region	SK	Slovakia	1	1	1543	771	7	1
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	nitra_region	Nitra Region	SK	Slovakia	3	1	1483	334	3	0
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	nitra_region	Nitra Region	SK	Slovakia	3	1	1435	307	8	1
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	nitra_region	Nitra Region	SK	Slovakia	4	1	1354	305	4	0
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	nitra_region	Nitra Region	SK	Slovakia	4	1	1337	279	4	0
Martin Lancz - kandidát na europoslanca 2019	 Švec František	2671787962847811	Facebook	nitra_region	Nitra Region	SK	Slovakia	13	1	1083	191	52	0
Michal Šipoš - kandidát do Európskeho parlamentu	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	156395481064391	Facebook	nitra_region	Nitra Region	SK	Slovakia	4	1	999	197	6	0
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	nitra_region	Nitra Region	SK	Slovakia	1	1	821	164	8	1
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	nitra_region	Nitra Region	SK	Slovakia	9	1	752	140	18	0
