country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HR	Croatia	0_1k	0 - 1k	2908	755	37410419	13234729	121135	10934
HR	Croatia	1k_5k	1k - 5k	87	31	3473296	1675774	18893	3939
HR	Croatia	5k_10k	5k - 10k	7	5	12083	5933	299	81
HR	Croatia	10k_50k	10k - 50k	1	1	7153	3576	318	63
