week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w014	Week 14	Kansallinen Kokoomus r.p.		AR210958348219056128	Google	85	1	57986974	5781268	265355	4955
w014	Week 14	European Parliament		178362315106	Facebook	491	1	15848666	6935962	75051	15293
w014	Week 14	Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	171	1	15695441	1558041	3445	0
w014	Week 14	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	69	1	7778630	759567	2769	116
w014	Week 14	European Commission		107898832590939	Facebook	62	1	6773975	3144181	26838	7049
w014	Week 14	Suomen Keskusta r.p.		AR441112520191639552	Google	33	1	5405525	536100	86778	1538
w014	Week 14	SOCIALDEMOKRATIET		AR271193993235136512	Google	12	1	5091575	509157	163065	2753
w014	Week 14	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	34	1	4570736	2092708	8708	2500
w014	Week 14	Sosialidemokraatit SDP		108945982480217	Facebook	72	1	3856130	1642074	23297	6078
w014	Week 14	Arnora Oy		AR181544213152792576	Google	1	1	3636363	363636	181	18
w014	Week 14	European Greens	European Greens	141366725876424	Facebook	18	1	3635104	1582309	33884	8508
w014	Week 14	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	243	1	3275788	944598	36372	3126
w014	Week 14	Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	23	1	2953893	290448	68070	1481
w014	Week 14	People's Vote UK	People's Vote	748608695327755	Facebook	274	1	2774826	663893	73008	15238
w014	Week 14	Partido Popular Regional De Canarias		AR288284801977286656	Google	136	1	2632889	252238	1674	77
w014	Week 14	The Labour Party	The Labour Party	25749647410	Facebook	32	1	2384686	1053782	20114	4334
w014	Week 14	Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	67	1	2280447	204799	102326	2056
w014	Week 14	NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	2	1	2210997	221099	10741	179
w014	Week 14	Humble Household		1746853745395190	Facebook	15	1	2174985	911000	25403	7033
w014	Week 14	TOP 09		AR268709096956362752	Google	156	1	2007142	66666	7035	0
w014	Week 14	38 Degrees	38 Degrees	200006375787	Facebook	75	1	1938060	757214	11686	2103
w014	Week 14	Kialo		729627343834501	Facebook	10	1	1909990	745000	16191	3471
w014	Week 14	Primes écologique		152399322377561	Facebook	6	1	1904994	801000	25094	5000
w014	Week 14	Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	30	1	1666180	724523	1824	211
w014	Week 14	Rumilus Design Oy		AR391102333313875968	Google	31	1	1606173	152728	633	0
