country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HR	Croatia	13_17	13-17	403	151	446457	166359	910	38
HR	Croatia	18_24	18-24	2696	689	10521417	4008239	30311	3930
HR	Croatia	25_34	25-34	3005	765	12480721	4861396	38596	5022
HR	Croatia	35_44	35-44	2956	752	9529636	3584564	31304	3717
HR	Croatia	45_54	45-54	2834	721	7137057	2463374	25497	2408
HR	Croatia	55_64	55-64	2237	670	4681463	1468929	18654	1232
HR	Croatia	65_	65+	1932	599	2618533	825498	11030	791
