age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
25_34	25-34	HR	Croatia	European Parliament		178362315106	Facebook	32	1	2574292	1205552	7946	1787
25_34	25-34	HR	Croatia	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	56	1	1087397	439449	2057	115
25_34	25-34	HR	Croatia	Kialo		729627343834501	Facebook	316	1	613812	258419	3000	763
25_34	25-34	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	31	1	413248	120977	1249	179
25_34	25-34	HR	Croatia	Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	20	1	395574	141912	876	107
25_34	25-34	HR	Croatia	pametno.org	pametno.org	144815235686385	Facebook	23	1	388486	134330	650	31
25_34	25-34	HR	Croatia	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	70	1	316136	73486	1672	22
25_34	25-34	HR	Croatia	European Greens	European Greens	141366725876424	Facebook	13	1	310693	136328	1006	287
25_34	25-34	HR	Croatia	Eclectica		1379977375431894	Facebook	1	1	310037	155019	1379	275
25_34	25-34	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	41	1	270754	95424	836	66
25_34	25-34	HR	Croatia	Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	21	1	258532	100270	375	26
25_34	25-34	HR	Croatia	Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	17	1	230908	72596	476	37
25_34	25-34	HR	Croatia	GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	11	1	225914	76842	283	27
25_34	25-34	HR	Croatia	Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	18	1	197441	56708	559	50
25_34	25-34	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	4	1	153302	72518	438	82
25_34	25-34	HR	Croatia	Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	10	1	147046	55687	438	36
25_34	25-34	HR	Croatia	Ruža Tomašić		1434305366791182	Facebook	38	1	136998	40958	319	0
25_34	25-34	HR	Croatia	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	26	1	136294	43817	363	29
25_34	25-34	HR	Croatia	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	16	1	116987	26270	370	0
25_34	25-34	HR	Croatia	Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	7	1	115517	36494	254	19
25_34	25-34	HR	Croatia	Electrolux Hrvatska		1229501663771543	Facebook	3	1	115064	57532	86	0
25_34	25-34	HR	Croatia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	47	1	101471	47794	254	64
25_34	25-34	HR	Croatia	Klub zastupnika EPP-a		378351268934576	Facebook	1	1	95971	47986	47	0
25_34	25-34	HR	Croatia	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	14	1	80582	33978	320	31
25_34	25-34	HR	Croatia	HSLS Split		436749753018950	Facebook	1	1	69005	34503	153	30
