platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	Facebook	DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	384	1	14219526	4679963	102903	27181
f	Facebook	DK	Denmark	European Parliament		178362315106	Facebook	81	1	5520284	2336495	47835	10807
f	Facebook	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	149	1	3595792	1149982	46723	13028
f	Facebook	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	693	1	3558916	804688	29504	6197
f	Facebook	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	109	1	3477804	1154971	39231	10805
f	Facebook	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	71	1	2760918	1084998	29448	7632
f	Facebook	DK	Denmark	Red Barnet		67571270393	Facebook	82	1	2444902	846995	40734	10390
f	Facebook	DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	33	1	2325937	885988	32826	8368
f	Facebook	DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	12	1	1870937	789975	21568	6319
f	Facebook	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	178	1	1692571	396955	6154	1057
f	Facebook	DK	Denmark	SF	SF	74796954245	Facebook	46	1	1581951	429999	14575	3789
f	Facebook	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	53	1	1525942	480997	12445	3427
f	Facebook	DK	Denmark	Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	34	1	1407952	382997	11885	2811
f	Facebook	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	22	1	1365978	486000	20697	6306
f	Facebook	DK	Denmark	SE Energi & Klima		169900309711559	Facebook	43	1	1358745	480933	8736	2396
f	Facebook	DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	1349921	559969	16066	3615
f	Facebook	DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	76	1	1167924	338000	10300	2169
f	Facebook	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	22	1	1033966	331997	6491	1928
f	Facebook	DK	Denmark	Røde Kors		65929129383	Facebook	27	1	862973	211000	9409	2919
f	Facebook	DK	Denmark	Danske Medier	Danske Medier	300107073389986	Facebook	47	1	835646	254909	3688	963
f	Facebook	DK	Denmark	Naser Khader		1995019340791443	Facebook	14	1	810986	255000	8781	2155
f	Facebook	DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	17	1	804983	265999	8567	2195
f	Facebook	DK	Denmark	Folkekirkens Nødhjælp		276770505228	Facebook	86	1	801900	200993	5531	1272
f	Facebook	DK	Denmark	Facebook Nordic	Facebook	334318366655425	Facebook	4	1	799995	399999	5355	2677
f	Facebook	DK	Denmark	Morten Østergaard	Radikale Venstre	252520351444054	Facebook	36	1	763950	171997	4909	1031
