recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	CY	Cyprus	169	48	797435	246184	3821	150
rd2	Last 2 days	2019-05-11	2019-05-12	CY	Cyprus	193	50	1568554	480445	7076	301
rd3	Last 3 days	2019-05-10	2019-05-12	CY	Cyprus	225	52	2837660	909975	13353	1006
rd4	Last 4 days	2019-05-09	2019-05-12	CY	Cyprus	266	56	4037869	1310883	19474	1644
rd5	Last 5 days	2019-05-08	2019-05-12	CY	Cyprus	289	59	5206169	1710720	25384	2344
rd6	Last 6 days	2019-05-07	2019-05-12	CY	Cyprus	312	60	6397371	2116874	31421	2993
rw1	Last week	2019-05-06	2019-05-12	CY	Cyprus	329	62	7544008	2484845	36501	3592
rw2	Last 2 weeks	2019-04-29	2019-05-12	CY	Cyprus	456	86	10310689	3242179	45499	3828
rw3	Last 3 weeks	2019-04-22	2019-05-12	CY	Cyprus	530	107	11651614	3628585	50984	4074
rw4	Last 4 weeks	2019-04-15	2019-05-12	CY	Cyprus	640	137	12631168	3915089	55014	4130
rm1	Last month	2019-04-13	2019-05-12	CY	Cyprus	677	147	12944972	4012277	56731	4201
rm2	Last 2 months	2019-03-14	2019-05-12	CY	Cyprus	1338	336	20177324	6611303	89353	7901
rm3	Last 3 months	2019-02-12	2019-05-12	CY	Cyprus	1511	383	22415418	7339203	96703	8310
rm6	Last 6 months	2019-01-01	2019-05-12	CY	Cyprus	1589	402	22503501	7377955	97087	8390
