country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ES	Spain	cataluna	Cataluña	9816	1451	61852826	23463679	394849	57830
ES	Spain	andalusia	Andalusia	10059	1345	55793527	19462053	392859	44540
ES	Spain	comunidad_valenciana	Comunidad Valenciana	9588	1283	42166547	15878248	247183	37808
ES	Spain	comunidad_de_madrid	Comunidad de Madrid	8971	1316	29169344	11039606	187486	26934
ES	Spain	islas_canarias	Islas Canarias	7716	1160	17599068	5744356	104651	8532
ES	Spain	aragon	Aragón	11936	1002	16987526	3677699	551380	4526
ES	Spain	castilla_y_leon	Castilla y Leon	9490	1051	14792643	4560566	187940	9895
ES	Spain	galicia	Galicia	7805	1056	14418767	4561677	135037	9252
ES	Spain	balearic_islands	Balearic Islands	6955	1046	9392416	2838628	60715	5171
ES	Spain	castilla_la_mancha	Castilla-La Mancha	8090	1021	6801608	2147624	68418	4410
ES	Spain	pais_vasco	País Vasco	6044	1033	6395236	2096598	51655	3970
ES	Spain	extremadura	Extremadura	6315	913	5889652	1775673	56769	2394
ES	Spain	principality_of_asturias	Principality of Asturias	6675	938	4690850	1696993	31902	3025
ES	Spain	region_of_murcia	Region of Murcia	6955	1036	4306480	1249023	34092	1761
ES	Spain	la_rioja	La Rioja	5835	906	2290902	616372	23969	842
ES	Spain	navarra	Navarra	6368	858	1901504	545386	21573	1801
ES	Spain	cantabria	Cantabria	6080	865	1746002	423533	21937	1563
