gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m	male	HR	Croatia	European Parliament		178362315106	Facebook	37	1	3248793	1492512	10705	2416
m	male	HR	Croatia	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	59	1	1738686	684360	3711	192
m	male	HR	Croatia	Kialo		729627343834501	Facebook	319	1	1321161	552700	6202	1567
m	male	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	51	1	1119914	283187	3425	322
m	male	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	41	1	944757	320801	3290	239
m	male	HR	Croatia	Ruža Tomašić		1434305366791182	Facebook	38	1	866324	231254	2234	0
m	male	HR	Croatia	Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	22	1	746005	262407	1542	173
m	male	HR	Croatia	Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	19	1	736181	268904	1435	94
m	male	HR	Croatia	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	69	1	726478	191610	3943	57
m	male	HR	Croatia	pametno.org	pametno.org	144815235686385	Facebook	25	1	678789	225159	1496	49
m	male	HR	Croatia	Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	17	1	581875	175423	1219	82
m	male	HR	Croatia	Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	19	1	503340	135724	1497	120
m	male	HR	Croatia	Eclectica		1379977375431894	Facebook	1	1	410700	205350	1827	365
m	male	HR	Croatia	European Greens	European Greens	141366725876424	Facebook	14	1	409551	178435	1206	341
m	male	HR	Croatia	GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	9	1	401979	133778	601	46
m	male	HR	Croatia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	47	1	297526	138565	728	194
m	male	HR	Croatia	Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	7	1	251261	81155	561	45
m	male	HR	Croatia	Electrolux Hrvatska		1229501663771543	Facebook	3	1	236576	118289	178	0
m	male	HR	Croatia	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	26	1	230204	78454	751	65
m	male	HR	Croatia	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	14	1	229588	97049	1082	97
m	male	HR	Croatia	Jozo Radoš	Jozo Radoš	446717938731095	Facebook	15	1	213644	50163	1606	179
m	male	HR	Croatia	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	15	1	192093	43418	710	0
m	male	HR	Croatia	Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	3	1	160899	58015	207	0
m	male	HR	Croatia	Nova ljevica	Markovina Dragan	706769699498076	Facebook	14	1	152830	38831	769	0
m	male	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	4	1	152541	72145	429	80
