advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f	Facebook	EL	Greece	54	1	15091850	7144923	49346	12091
Kyriakos Mitsotakis		34848567724	Facebook	f	Facebook	EL	Greece	80	1	14619130	6233777	35097	7395
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	f	Facebook	EL	Greece	67	1	12116273	5083650	25621	4298
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	f	Facebook	EL	Greece	130	1	11185298	4595870	44167	7699
Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	f	Facebook	EL	Greece	205	1	9642506	3492097	39075	4797
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	f	Facebook	EL	Greece	139	1	7690854	2812346	36139	5597
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	f	Facebook	EL	Greece	38	1	6784628	3034623	14252	2898
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	f	Facebook	EL	Greece	185	1	5934202	1748966	19505	299
Kialo		729627343834501	Facebook	f	Facebook	EL	Greece	352	1	5359889	2202933	25893	6048
Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	f	Facebook	EL	Greece	315	1	4492675	1360682	32338	299
INBOX	New Digital Media	369693523475596	Facebook	f	Facebook	EL	Greece	36	1	4352035	1895719	5160	399
Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	f	Facebook	EL	Greece	43	1	3605034	1489614	9454	1299
Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	f	Facebook	EL	Greece	111	1	3439713	1039339	14574	899
Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	f	Facebook	EL	Greece	82	1	3313886	919993	9317	300
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	f	Facebook	EL	Greece	83	1	3281842	709933	8205	0
Ioannis Vardakastanis	Ioannis Vardakastanis	195643347979465	Facebook	f	Facebook	EL	Greece	101	1	3059237	1177715	13530	899
Κατερινα Μαρκου		832766380123763	Facebook	f	Facebook	EL	Greece	19	1	2572439	1077820	3447	398
Νότης Μαριάς, Ανεξάρτητος Ευρωβουλευτής		337788662974718	Facebook	f	Facebook	EL	Greece	22	1	2302280	967918	3754	398
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	f	Facebook	EL	Greece	5	1	2298540	1119287	2993	899
Παύλος Ελευθεριάδης		768996799785550	Facebook	f	Facebook	EL	Greece	27	1	2194666	900556	8002	1099
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	f	Facebook	EL	Greece	45	1	1957641	909416	3760	1023
Ιωάννης Πάιδας-Υποψήφιος Ευρωβουλευτής Νέας Δημοκρατίας		312321199470594	Facebook	f	Facebook	EL	Greece	44	1	1906079	617337	4350	0
George Kyrtsos - Γιώργος Κύρτσος	DigitalWise Agency 	1413834448867079	Facebook	f	Facebook	EL	Greece	45	1	1700296	552480	5649	299
Vouliwatch		627330267312880	Facebook	f	Facebook	EL	Greece	8	1	1674005	670609	3889	1599
Μαρία Σπυράκη		657782574275153	Facebook	f	Facebook	EL	Greece	39	1	1668208	578361	4257	99
