advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	u	unknown	HU	Hungary	226	1	32931	12754	69	25
Kialo		729627343834501	Facebook	u	unknown	HU	Hungary	305	1	29845	12152	199	52
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	u	unknown	HU	Hungary	64	1	28201	13267	58	26
Fidesz	Fidesz	9844779306	Facebook	u	unknown	HU	Hungary	98	1	24898	11588	77	37
European Parliament		178362315106	Facebook	u	unknown	HU	Hungary	121	1	24138	10346	88	21
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	u	unknown	HU	Hungary	66	1	22810	9814	20	6
European Greens		141366725876424	Facebook	u	unknown	HU	Hungary	47	1	20551	9251	80	20
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	u	unknown	HU	Hungary	78	1	17972	7083	19	5
Greenpeace Magyarország		35634348348	Facebook	u	unknown	HU	Hungary	87	1	14272	5006	82	2
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	u	unknown	HU	Hungary	102	1	12838	5326	33	12
MSZP	MSZP	115388925185513	Facebook	u	unknown	HU	Hungary	92	1	7584	2885	13	4
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	u	unknown	HU	Hungary	65	1	7387	3088	14	5
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	u	unknown	HU	Hungary	47	1	6877	2395	22	8
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	u	unknown	HU	Hungary	37	1	5705	2396	11	3
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	u	unknown	HU	Hungary	59	1	5137	2228	14	3
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	u	unknown	HU	Hungary	34	1	4664	2124	12	3
Ökopolisz Alapítvány	Ökopolisz Alapítvány	244669668913278	Facebook	u	unknown	HU	Hungary	16	1	4100	1881	12	5
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	u	unknown	HU	Hungary	59	1	3532	1567	16	3
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	u	unknown	HU	Hungary	24	1	3522	1543	6	2
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	u	unknown	HU	Hungary	27	1	3415	1436	7	3
Karácsony Gergely	Párbeszéd Magyarországért	193944440638410	Facebook	u	unknown	HU	Hungary	19	1	3287	1074	5	1
MSZP Budapest	MSZP Budapest	414715951917446	Facebook	u	unknown	HU	Hungary	43	1	3253	894	7	1
PestiSracok.hu	PestiSrácok.hu	264517713636590	Facebook	u	unknown	HU	Hungary	28	1	3059	746	9	2
Jávor Benedek	Párbeszéd Magyarországért	131797633528377	Facebook	u	unknown	HU	Hungary	21	1	2930	1248	8	1
Amnesty International Magyarország	Amnesty International Magyarország	44847086574	Facebook	u	unknown	HU	Hungary	14	1	2641	639	8	1
