day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d133	2019-05-13	BE	Belgium	2689	312	12636228	4550705	76909	11746
d132	2019-05-12	BE	Belgium	2880	341	13828344	4982413	86653	13637
d131	2019-05-11	BE	Belgium	2986	356	16009848	5886791	99792	16514
d130	2019-05-10	BE	Belgium	2995	365	14279127	5108486	89355	14149
d129	2019-05-09	BE	Belgium	2712	358	12386250	4541524	91875	15071
d128	2019-05-08	BE	Belgium	2597	344	12087355	4621470	81473	14081
d127	2019-05-07	BE	Belgium	2418	325	10106987	3812356	70181	12423
d126	2019-05-06	BE	Belgium	2336	325	12766511	4935437	84408	15721
d125	2019-05-05	BE	Belgium	2162	314	12279308	5083323	130770	26353
d124	2019-05-04	BE	Belgium	2155	315	10579003	4326013	60967	11904
d123	2019-05-03	BE	Belgium	2113	331	10699906	4336294	66908	13091
d122	2019-05-02	BE	Belgium	1996	314	7289966	2844562	48904	9323
d121	2019-05-01	BE	Belgium	1898	307	6614004	2630008	38285	6833
d120	2019-04-30	BE	Belgium	2158	344	8334195	3226791	50771	9653
d119	2019-04-29	BE	Belgium	2103	348	11329777	4516754	75906	15232
d118	2019-04-28	BE	Belgium	2049	347	7287615	2829374	51653	9211
d117	2019-04-27	BE	Belgium	1978	340	6722584	2596415	49150	9039
d116	2019-04-26	BE	Belgium	2054	355	8955415	3596236	71164	12710
d115	2019-04-25	BE	Belgium	1830	347	5137872	1872991	38154	6543
d114	2019-04-24	BE	Belgium	1773	346	5615546	2132860	39778	7522
d113	2019-04-23	BE	Belgium	1681	341	5862863	2324215	36839	7110
d112	2019-04-22	BE	Belgium	1636	332	3784292	1432209	23822	4241
d111	2019-04-21	BE	Belgium	1726	348	5240683	2039479	33813	5322
d110	2019-04-20	BE	Belgium	1722	367	6505646	2610092	46514	8490
d109	2019-04-19	BE	Belgium	1825	390	4629103	1679420	34316	5188
d108	2019-04-18	BE	Belgium	1693	390	3484015	1223554	25010	4342
d107	2019-04-17	BE	Belgium	1659	391	3817461	1467476	26188	4576
d106	2019-04-16	BE	Belgium	1637	390	2548433	922219	21151	3500
d105	2019-04-15	BE	Belgium	1537	433	3053791	1145579	25043	3244
d104	2019-04-14	BE	Belgium	1512	436	2720838	1023356	18225	2709
d103	2019-04-13	BE	Belgium	1521	447	2945604	1088349	20274	3093
d102	2019-04-12	BE	Belgium	1667	479	3604661	1356424	23256	3490
d101	2019-04-11	BE	Belgium	1469	473	2686503	973747	18208	2808
d100	2019-04-10	BE	Belgium	1340	463	2770104	1009937	18547	2904
d099	2019-04-09	BE	Belgium	1329	466	3252530	1175573	21295	3557
d098	2019-04-08	BE	Belgium	1154	453	2715117	1013174	16931	3031
d097	2019-04-07	BE	Belgium	1076	437	2067000	782783	14257	2226
d096	2019-04-06	BE	Belgium	1090	436	3050832	1241111	19501	3203
d095	2019-04-05	BE	Belgium	1098	442	1865679	640935	13573	2065
d094	2019-04-04	BE	Belgium	1044	417	1621763	503980	12246	1377
d093	2019-04-03	BE	Belgium	930	384	1345028	431698	10139	961
d092	2019-04-02	BE	Belgium	836	363	1147460	384080	7488	652
d091	2019-04-01	BE	Belgium	705	316	909449	330945	5283	460
d090	2019-03-31	BE	Belgium	746	315	891718	310175	5346	673
d089	2019-03-30	BE	Belgium	775	319	959630	333999	4971	607
d088	2019-03-29	BE	Belgium	809	337	1047535	365134	5826	632
d087	2019-03-28	BE	Belgium	844	338	1127452	392634	6645	878
d086	2019-03-27	BE	Belgium	836	313	2119798	779979	13954	2374
d085	2019-03-26	BE	Belgium	787	294	1623371	621394	10200	2023
d084	2019-03-25	BE	Belgium	738	286	1553850	600856	9525	1877
d083	2019-03-24	BE	Belgium	726	283	1493171	587388	9428	1918
d082	2019-03-23	BE	Belgium	725	290	1388512	540349	9040	1670
d081	2019-03-22	BE	Belgium	779	311	2669863	1118506	16090	2924
d080	2019-03-21	BE	Belgium	775	317	1689741	638359	12840	1617
d079	2019-03-20	BE	Belgium	689	288	1597023	615603	9445	1600
d078	2019-03-19	BE	Belgium	574	253	1244858	480810	6994	1202
d077	2019-03-18	BE	Belgium	576	252	1117171	420515	6551	1064
d076	2019-03-17	BE	Belgium	471	214	789797	304270	5327	961
d075	2019-03-16	BE	Belgium	476	221	943245	364579	6855	1540
d074	2019-03-15	BE	Belgium	488	231	1077504	344372	8385	1245
d073	2019-03-14	BE	Belgium	431	209	1003824	359077	6853	1189
d072	2019-03-13	BE	Belgium	387	186	690640	263680	4622	607
d071	2019-03-12	BE	Belgium	364	175	536310	196553	4047	514
d070	2019-03-11	BE	Belgium	390	180	901579	353884	7315	1248
d069	2019-03-10	BE	Belgium	356	168	652312	252568	4444	610
d068	2019-03-09	BE	Belgium	374	191	1032741	384437	7611	1211
d067	2019-03-08	BE	Belgium	406	201	3058620	1245090	22501	4179
d066	2019-03-07	BE	Belgium	313	145	2474738	1069418	17792	3511
d065	2019-03-06	BE	Belgium	293	117	1066936	354444	9775	1974
d064	2019-03-05	BE	Belgium	291	108	864606	324944	8620	1467
d063	2019-03-04	BE	Belgium	219	97	866085	316802	8315	1586
d062	2019-03-03	BE	Belgium	204	92	191117	67556	1964	361
d061	2019-03-02	BE	Belgium	207	96	233664	73670	2036	365
d060	2019-03-01	BE	Belgium	199	93	177879	62590	1767	365
d059	2019-02-28	BE	Belgium	187	86	211842	68599	2042	464
d058	2019-02-27	BE	Belgium	190	81	248253	85049	2488	440
d057	2019-02-26	BE	Belgium	166	79	47283	12410	298	13
d056	2019-02-25	BE	Belgium	156	70	38699	10415	235	15
d055	2019-02-24	BE	Belgium	140	66	62354	14503	395	11
d054	2019-02-23	BE	Belgium	141	66	45121	11064	421	28
d053	2019-02-22	BE	Belgium	141	73	167115	48649	972	112
d052	2019-02-21	BE	Belgium	151	70	247722	88164	1061	146
d051	2019-02-20	BE	Belgium	128	69	96942	24989	654	70
d050	2019-02-19	BE	Belgium	124	65	74808	18788	571	63
d049	2019-02-18	BE	Belgium	116	58	80453	25114	574	80
d048	2019-02-17	BE	Belgium	107	52	32285	9089	242	30
d047	2019-02-16	BE	Belgium	106	53	36121	9801	340	30
d046	2019-02-15	BE	Belgium	108	53	178541	55758	1105	148
d045	2019-02-14	BE	Belgium	109	54	126211	46500	581	68
d044	2019-02-13	BE	Belgium	110	54	263688	122982	961	159
d043	2019-02-12	BE	Belgium	113	56	260035	116514	989	131
d042	2019-02-11	BE	Belgium	103	49	234385	104211	844	142
d041	2019-02-10	BE	Belgium	90	44	106440	44827	362	55
