advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	0_50	0 - 50	SK	Slovakia	234	1	2911256	735273	23023	0
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	0_50	0 - 50	SK	Slovakia	1124	1	2053029	253196	110899	0
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	0_50	0 - 50	SK	Slovakia	64	1	1853149	438630	6316	0
Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	0_50	0 - 50	SK	Slovakia	58	1	1462813	433534	5699	0
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	0_50	0 - 50	SK	Slovakia	77	1	1174343	339524	7582	0
Miroslav Žiak		396331590493376	Facebook	0_50	0 - 50	SK	Slovakia	82	1	1146322	274140	8092	0
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	0_50	0 - 50	SK	Slovakia	122	1	1117114	354759	12037	0
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	0_50	0 - 50	SK	Slovakia	44	1	1058573	273128	4338	0
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	0_50	0 - 50	SK	Slovakia	95	1	979971	235434	9360	0
Miroslav Beblavý SPOLU - občianska demokracia	SPOLU - občianska demokracia	312985238719495	Facebook	0_50	0 - 50	SK	Slovakia	31	1	945018	293084	3059	0
Ľubomír Šesták - volím č.8	Sestak Lubomir	713479689049720	Facebook	0_50	0 - 50	SK	Slovakia	33	1	840343	176449	3256	0
ĽUBOŠ BLAHA	ĽUBOŠ BLAHA	2047997592105476	Facebook	0_50	0 - 50	SK	Slovakia	35	1	793458	209340	3454	0
Richard Sulik	Richard Sulik	184760561603680	Facebook	0_50	0 - 50	SK	Slovakia	50	1	711704	165478	4934	0
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	0_50	0 - 50	SK	Slovakia	28	1	680846	171464	2763	0
Lucia Nicholsonová verí v zdravý rozum	Richard Sulik	714437508635046	Facebook	0_50	0 - 50	SK	Slovakia	50	1	665944	143263	4851	0
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	0_50	0 - 50	SK	Slovakia	29	1	643613	148255	2843	0
