country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LV	Latvia	kurzeme_region	Kurzeme Region	2176	570	5138744	1772323	24485	2746
LV	Latvia	semigallia	Semigallia	1692	436	1280255	383366	8119	355
LV	Latvia	vidzeme	Vidzeme	1578	409	681454	207536	4681	232
LV	Latvia	latgale	Latgale	1429	368	369619	104285	2397	85
LV	Latvia	riga_planning_region	Riga Planning Region	164	54	67	16	0	0
