audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	IE	Ireland	910	214	4673678	1761140	32734	5891
f25_34	female (25-34)	IE	Ireland	911	213	4448953	1711575	31100	5643
f18_24	female (18-24)	IE	Ireland	881	209	4254515	1598081	28310	4614
m18_24	male (18-24)	IE	Ireland	884	211	4030491	1491953	27643	4543
f35_44	female (35-44)	IE	Ireland	936	213	3840415	1464682	28733	5405
m35_44	male (35-44)	IE	Ireland	928	215	3520284	1317930	25788	4852
f45_54	female (45-54)	IE	Ireland	912	213	2546949	938559	20686	3736
m45_54	male (45-54)	IE	Ireland	905	213	2295742	837859	18033	3370
f55_64	female (55-64)	IE	Ireland	873	205	1612106	580454	13919	2424
m55_64	male (55-64)	IE	Ireland	867	206	1195414	426862	9973	1790
f65_	female (65+)	IE	Ireland	831	197	1121542	402281	10023	1751
m65_	male (65+)	IE	Ireland	822	198	814645	288999	6972	1229
f13_17	female (13-17)	IE	Ireland	100	22	127569	36731	1449	38
u35_44	unknown (35-44)	IE	Ireland	849	205	118000	44699	887	166
m13_17	male (13-17)	IE	Ireland	99	22	85787	24758	1015	40
u45_54	unknown (45-54)	IE	Ireland	809	201	65629	24024	528	96
u25_34	unknown (25-34)	IE	Ireland	747	196	49074	18447	383	61
u55_64	unknown (55-64)	IE	Ireland	686	189	25932	9311	229	40
u65_	unknown (65+)	IE	Ireland	641	173	24729	8761	213	37
u18_24	unknown (18-24)	IE	Ireland	668	181	23362	8457	207	25
u13_17	unknown (13-17)	IE	Ireland	83	24	829	216	12	0
