advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Referendum Commission		580832208630212	Facebook	m	male	IE	Ireland	28	1	4251492	1928227	27865	5797
European Parliament		178362315106	Facebook	m	male	IE	Ireland	81	1	3122078	1367132	21168	4052
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	m	male	IE	Ireland	149	1	2540970	795204	12862	1846
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	m	male	IE	Ireland	3	1	1359946	679974	6461	1292
Kialo		729627343834501	Facebook	m	male	IE	Ireland	343	1	834068	357554	4833	1307
Fianna Fáil	Fianna Fáil	222629035132	Facebook	m	male	IE	Ireland	30	1	530582	151142	1654	42
Sean Kelly MEP		340786422717552	Facebook	m	male	IE	Ireland	63	1	388226	118554	3898	165
Fine Gael		264172043210	Facebook	m	male	IE	Ireland	3	1	371470	152050	855	418
Guy Verhofstadt		99985820015	Facebook	m	male	IE	Ireland	2	1	344983	131174	688	310
Labour Party		164027949687	Facebook	m	male	IE	Ireland	6	1	344262	172132	1540	308
European Greens		141366725876424	Facebook	m	male	IE	Ireland	7	1	310237	155119	2650	814
Paddy Power		108803784913	Facebook	m	male	IE	Ireland	4	1	307256	127416	2846	569
Matt Carthy	Carthy Matt	580216935345125	Facebook	m	male	IE	Ireland	11	1	296474	70976	1016	97
Department of Foreign Affairs and Trade		449282445418073	Facebook	m	male	IE	Ireland	1	1	288025	115210	2879	576
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	m	male	IE	Ireland	17	1	199920	44079	1100	46
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	m	male	IE	Ireland	13	1	184822	51983	1029	41
Michael  O'Dowd for Europe	O'Dowd Michael Joseph	878147035569806	Facebook	m	male	IE	Ireland	9	1	165844	34425	663	37
Students for Life Ireland		252011928285955	Facebook	m	male	IE	Ireland	7	1	128007	25542	1003	180
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	m	male	IE	Ireland	3	1	127972	55381	552	99
EPP - European People's Party		48034275355	Facebook	m	male	IE	Ireland	12	1	117791	51736	847	216
Pro Life Campaign Ireland		224615650378	Facebook	m	male	IE	Ireland	3	1	115906	54244	440	88
Alex Salmond	Slainte Media	136191876445102	Facebook	m	male	IE	Ireland	3	1	115335	37417	209	0
InterTradeIreland		141609685900366	Facebook	m	male	IE	Ireland	2	1	112404	46844	540	93
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	m	male	IE	Ireland	7	1	111211	25756	373	0
Lynn Boylan MEP - Fighting for Dublin in Europe		406454202814957	Facebook	m	male	IE	Ireland	5	1	103948	23905	805	129
merrionstreet.ie		116635611711738	Facebook	m	male	IE	Ireland	2	1	82903	41452	308	61
Orla Kelly	Orla Kelly	284729489119670	Facebook	m	male	IE	Ireland	5	1	79752	17573	249	0
Nord-Lock Group		504735979920007	Facebook	m	male	IE	Ireland	1	1	75279	37640	435	217
Seamus Ryan	Ryan Seamus	380444175359380	Facebook	m	male	IE	Ireland	3	1	73971	14794	337	47
Diarmuid Devereux	Diarmuid Devereux	291990888144823	Facebook	m	male	IE	Ireland	5	1	71427	16875	551	85
Gino Kenny TD		450136775025476	Facebook	m	male	IE	Ireland	3	1	63062	12612	170	0
Barry Andrews for Europe	Barry Andrews	188114061407	Facebook	m	male	IE	Ireland	11	1	54826	15236	564	0
Imagine		118081615786	Facebook	m	male	IE	Ireland	1	1	54344	27172	271	54
Alex White		58389344622	Facebook	m	male	IE	Ireland	2	1	52348	26174	281	46
Dan Boyle - Green Party/ Comhaontas Glas Candidate, Cork City South Central		359145628246402	Facebook	m	male	IE	Ireland	11	1	51761	10179	833	52
Fusion Electrical		421825848326211	Facebook	m	male	IE	Ireland	2	1	50996	12694	166	0
Cyril Brennan - People Before Profit		164750800796944	Facebook	m	male	IE	Ireland	27	1	50889	10638	1621	0
Blaine Gaffney	Blaine O' Gamhna	371962112988652	Facebook	m	male	IE	Ireland	3	1	47647	10696	301	44
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	m	male	IE	Ireland	50	1	46849	21510	225	46
Innovate Ennis		370847092976067	Facebook	m	male	IE	Ireland	2	1	46809	9362	467	93
Liam Minehan	Minehan Liam	657837987964520	Facebook	m	male	IE	Ireland	1	1	44936	8987	88	0
Uplift - People Powered Change		214697488711000	Facebook	m	male	IE	Ireland	6	1	44530	10126	211	0
Million Dollar Vegan	Million Dollar Vegan	554024238384285	Facebook	m	male	IE	Ireland	17	1	44282	13941	413	67
Respect and Loyalty		270560393541129	Facebook	m	male	IE	Ireland	1	1	44057	8811	439	88
Brendan Wyse	Brendan Wyse	264271610907208	Facebook	m	male	IE	Ireland	7	1	43280	11739	335	0
The National Party - An Páirtí Náisiúnta		199999773787334	Facebook	m	male	IE	Ireland	1	1	43124	8625	85	0
EPP Group in the European Parliament		745749285476697	Facebook	m	male	IE	Ireland	1	1	42945	21473	214	42
Michael Clark	Clark Michael Douglas	376225562978212	Facebook	m	male	IE	Ireland	7	1	42485	8423	357	0
John D		2258810994383330	Facebook	m	male	IE	Ireland	2	1	42474	8495	138	0
Julie O'Leary	O'Leary Julie	1395595887405642	Facebook	m	male	IE	Ireland	3	1	41597	8319	167	0
Taxback.com		135579275180	Facebook	m	male	IE	Ireland	4	1	41158	10687	146	0
350.org		12185972707	Facebook	m	male	IE	Ireland	28	1	39278	10890	211	29
Greens/EFA in the European Parliament		150527751674751	Facebook	m	male	IE	Ireland	30	1	38898	15541	275	6
AUTOiNFORM		228140117207754	Facebook	m	male	IE	Ireland	1	1	38800	7760	448	89
McGowans Digital Print		340294073051	Facebook	m	male	IE	Ireland	1	1	38586	7717	76	0
Oxfam		201612129410	Facebook	m	male	IE	Ireland	3	1	38229	18082	132	0
Building Workers: Know Your Rights		168368487082620	Facebook	m	male	IE	Ireland	1	1	37520	7504	74	0
Primavera Sound	Influence Digital Ltd	156656398155	Facebook	m	male	IE	Ireland	41	1	37346	9939	1233	0
Gillian Brien - People Before Profit		433347757082574	Facebook	m	male	IE	Ireland	1	1	36931	7386	73	0
The Palestine Institute for Public Diplomacy		158233651450504	Facebook	m	male	IE	Ireland	3	1	36512	18256	161	32
Tilt		169065407139584	Facebook	m	male	IE	Ireland	1	1	35808	17904	357	179
Industria		252084118203234	Facebook	m	male	IE	Ireland	2	1	35447	17723	21	3
People Before Profit		574029596021905	Facebook	m	male	IE	Ireland	1	1	35158	7031	69	0
Sinn Féin Ireland		148726998530273	Facebook	m	male	IE	Ireland	1	1	34874	6974	348	69
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	m	male	IE	Ireland	6	1	33463	6693	469	39
Councillor Seamus Maguire		2316974135253231	Facebook	m	male	IE	Ireland	1	1	32148	6429	63	0
Guardian Weekly		64525551258	Facebook	m	male	IE	Ireland	10	1	31696	12848	104	24
Irish Film Workers Association		1739111919550903	Facebook	m	male	IE	Ireland	1	1	30952	6190	308	61
IIEA		116151744907	Facebook	m	male	IE	Ireland	1	1	30803	6160	60	0
Dublin Cycling Campaign		186031000051	Facebook	m	male	IE	Ireland	1	1	30191	6038	59	0
The Bamboo Brush Society		1152885191422950	Facebook	m	male	IE	Ireland	31	1	29719	11615	57	6
Maurice Quinlivan Standing Up For Limerick		996940053694510	Facebook	m	male	IE	Ireland	2	1	29582	5866	82	0
Achill Half Marathon & 10K Run		135309916548680	Facebook	m	male	IE	Ireland	1	1	29420	5884	58	0
Paddy Meade for Meath County Council	Meade Patrick Eugene	248607801969670	Facebook	m	male	IE	Ireland	1	1	29159	5832	57	0
Neasa Hourigan Green Party		1353131934798813	Facebook	m	male	IE	Ireland	6	1	27969	5594	223	0
FXCM		295893618176	Facebook	m	male	IE	Ireland	2	1	26771	10777	237	95
Tara Deacy	Tara Deacy	1224420741003309	Facebook	m	male	IE	Ireland	2	1	26257	5251	109	0
Abortion Rights Campaign		191023254376790	Facebook	m	male	IE	Ireland	2	1	25772	5154	51	0
Brian Leeson for Dundrum		432724154136140	Facebook	m	male	IE	Ireland	2	1	25708	5019	110	0
Microsoft Education		171047642947607	Facebook	m	male	IE	Ireland	6	1	25317	10125	225	45
Eco Solar Energy		1694930887456045	Facebook	m	male	IE	Ireland	1	1	25304	5061	50	0
How Can I Be Guilty Of Treason When England Is Foreign To Me		460375250834443	Facebook	m	male	IE	Ireland	2	1	25124	4983	43	0
Tom Fox candidate in newly formed Sligo-Drumcliffe electoral area.		248763689345831	Facebook	m	male	IE	Ireland	20	1	24564	7858	828	0
Maria Doherty Sinn Féin	Doherty Aine	316154535751769	Facebook	m	male	IE	Ireland	1	1	24010	4802	47	0
EPIC The Irish Emigration Museum		1587584358121471	Facebook	m	male	IE	Ireland	1	1	23998	4799	47	0
Róisín Garvey Green Party Candidate		2013340148967588	Facebook	m	male	IE	Ireland	2	1	23956	4791	80	0
Advertising Week Europe		957474261104635	Facebook	m	male	IE	Ireland	4	1	23918	9065	255	77
Fine Gael Limerick City	Breen Colm Timothy	137766716313436	Facebook	m	male	IE	Ireland	2	1	23373	6323	89	0
Sheila Nunan for Europe		786865738356162	Facebook	m	male	IE	Ireland	1	1	22543	4508	44	0
World Vision UK		121936349543	Facebook	m	male	IE	Ireland	2	1	22450	4490	189	34
Neil O'Mahony Renua Galway		729007003966263	Facebook	m	male	IE	Ireland	8	1	21969	6006	478	0
Sam O'Connor - Balbriggan & Skerries	O'Connor Samuel Simon	1002067016657679	Facebook	m	male	IE	Ireland	3	1	21682	6669	104	0
Give A Vote		2186129244970085	Facebook	m	male	IE	Ireland	2	1	21664	4388	213	42
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	m	male	IE	Ireland	29	1	21424	9885	39	13
Politictee Correct		292246704741314	Facebook	m	male	IE	Ireland	3	1	21386	10693	110	34
Grasstec		172892572736275	Facebook	m	male	IE	Ireland	1	1	21316	4263	42	0
Aidan Farrelly Social Democrats	Farrelly Aidan	1907649435989003	Facebook	m	male	IE	Ireland	8	1	20640	5572	237	0
Cecilia Malmström		258966159416	Facebook	m	male	IE	Ireland	1	1	19811	7924	39	19
European Parliament Office in Ireland		374974667323	Facebook	m	male	IE	Ireland	1	1	18795	3759	37	0
Ronan Moore for Meath West	Moore Ronan	1181205802001387	Facebook	m	male	IE	Ireland	6	1	18713	5337	364	0
Game of Sultans		185311195624361	Facebook	m	male	IE	Ireland	7	1	18441	8098	396	96
Web Summit		294067420659309	Facebook	m	male	IE	Ireland	7	1	18202	7523	386	74
Seán Hartigan Green Party Candidate for Limerick City East		559719824510385	Facebook	m	male	IE	Ireland	8	1	18127	3223	518	0
Jaganfg	Jagan Muttumula	2224960691073169	Facebook	m	male	IE	Ireland	7	1	16114	3082	375	0
European Young Leaders - EYL40		227054030686626	Facebook	m	male	IE	Ireland	1	1	15828	3165	31	0
Catalonia Alert		1954446921478290	Facebook	m	male	IE	Ireland	3	1	15752	3988	159	25
VoteWatch Europe		355087424564148	Facebook	m	male	IE	Ireland	5	1	15681	7395	38	10
The Sci-fi Book Group	Zertex Media Ltd	159646921327714	Facebook	m	male	IE	Ireland	2	1	15520	7727	96	17
Owen Hanley	Owen Hanley	234006030801926	Facebook	m	male	IE	Ireland	8	1	15245	2826	390	0
Sophie Nicoullaud Green Party		336758200492654	Facebook	m	male	IE	Ireland	2	1	15004	3001	46	0
Paddy Monahan Soc Dems		243736776300023	Facebook	m	male	IE	Ireland	3	1	14855	6478	178	0
Focus Ireland		328781076730	Facebook	m	male	IE	Ireland	1	1	14399	2879	28	0
Brian Leddin - Green Party Candidate for Limerick City North		1865289526926921	Facebook	m	male	IE	Ireland	8	1	14141	3660	373	0
Liam van der Spek	Van Der Spek Liam Nathaniel	863877230431078	Facebook	m	male	IE	Ireland	7	1	13984	2615	349	0
D360 Magazine		1022231021267527	Facebook	m	male	IE	Ireland	1	1	13923	2784	27	0
Avaaz	Avaaz	8340223883	Facebook	m	male	IE	Ireland	2	1	12979	2523	70	0
Brendan Smith TD	Brendan Smith 	287458667963046	Facebook	m	male	IE	Ireland	2	1	12261	6131	121	0
Humble Household		1746853745395190	Facebook	m	male	IE	Ireland	32	1	11984	4632	91	18
Rosa-Luxemburg-Stiftung / English		224597158386607	Facebook	m	male	IE	Ireland	2	1	11728	2455	26	0
Holly McKeever Cairns - Social Democrat	Cairns Holly Leah	263238917631520	Facebook	m	male	IE	Ireland	4	1	11576	5040	164	0
Less Saves The Planet		222697015050981	Facebook	m	male	IE	Ireland	2	1	11540	5638	28	5
Corey Whyte - Sligo Community Activist		1123614794339006	Facebook	m	male	IE	Ireland	8	1	11188	1944	337	0
Gript		580763859048353	Facebook	m	male	IE	Ireland	4	1	11170	4014	163	0
Aengus Ó Maoláin	Aengus Ó Maoláin	449230735412762	Facebook	m	male	IE	Ireland	3	1	11055	4922	129	0
Carly Bailey	Bailey Carly	1761504887466495	Facebook	m	male	IE	Ireland	7	1	10695	2019	259	0
SpunOut.ie		344422890306	Facebook	m	male	IE	Ireland	3	1	10683	3578	164	0
Eoin Barry For Laois Council 2019		469695723432344	Facebook	m	male	IE	Ireland	7	1	10539	2716	311	0
Independent Ireland		758725787550554	Facebook	m	male	IE	Ireland	2	1	10463	4126	140	0
Conor D. McGuinness		1660385830954198	Facebook	m	male	IE	Ireland	6	1	10356	3156	266	0
Berlin International University of Applied Sciences		753347444715991	Facebook	m	male	IE	Ireland	1	1	10244	5122	51	10
Rachael Prendergast Spollen-PBP Stillorgan		470919710084918	Facebook	m	male	IE	Ireland	2	1	10220	4410	124	0
Biteback Publishing		162886884671	Facebook	m	male	IE	Ireland	3	1	9990	1982	83	12
Cormac MacGowan	Mac Gowan Cormac	2224427621206563	Facebook	m	male	IE	Ireland	3	1	9987	4303	121	0
Dose of Society	Dose of Society	323340437359	Facebook	m	male	IE	Ireland	3	1	9794	1905	106	0
Proud of Our Pride		400548670511219	Facebook	m	male	IE	Ireland	52	1	9635	2308	57	0
climateloveireland		419849408774988	Facebook	m	male	IE	Ireland	2	1	9604	4802	95	0
Luke Carroll for City Council	Carroll Luke Jeremiah	370159947166480	Facebook	m	male	IE	Ireland	5	1	9577	3966	241	0
Councillor Barry Ward		1414859668774368	Facebook	m	male	IE	Ireland	3	1	9523	1905	188	0
Grace O'Sullivan	Grace O'Sullivan	577183942371138	Facebook	m	male	IE	Ireland	1	1	9399	1879	18	0
PosterFree.ie		308065089851800	Facebook	m	male	IE	Ireland	1	1	9046	4523	89	0
Clare Claffey Social Democrats	Social Democrats Laois Offaly	289004898593218	Facebook	m	male	IE	Ireland	5	1	9019	1718	212	0
Kevin Humphreys	Kevin Humphreys 	166372930069802	Facebook	m	male	IE	Ireland	1	1	8809	4405	87	0
Patagonia		254451068317816	Facebook	m	male	IE	Ireland	3	1	8740	1736	138	18
Accutool		246590218715870	Facebook	m	male	IE	Ireland	1	1	8674	4337	76	0
Young Greens - Óige Ghlas		121118494789	Facebook	m	male	IE	Ireland	3	1	8644	3999	143	0
Dave McGinn Social Democrats for West Wicklow		306572496836936	Facebook	m	male	IE	Ireland	3	1	8473	3043	123	0
Wholesome Culture		1664959567149320	Facebook	m	male	IE	Ireland	7	1	8305	3549	10	1
MBRC		1853495178284518	Facebook	m	male	IE	Ireland	16	1	8208	3002	45	6
JK Onwumereh - FiannaFáil		448329695709374	Facebook	m	male	IE	Ireland	1	1	8196	4098	81	0
Catherine Stocker SocDems		173573370153556	Facebook	m	male	IE	Ireland	2	1	8179	3327	106	0
Aontú	Toibin Peadar Pol	1052704411520149	Facebook	m	male	IE	Ireland	1	1	8085	4042	40	8
The Workers' Party of Ireland	The Workers' Party of Ireland	320231078094761	Facebook	m	male	IE	Ireland	2	1	7888	1578	156	0
USR Diaspora	USR Diaspora	1793510380925494	Facebook	m	male	IE	Ireland	4	1	7793	3865	72	14
Desmond Motors Ford Store		143235249199766	Facebook	m	male	IE	Ireland	1	1	7655	3828	87	0
The Fetzer Institute		115153903038	Facebook	m	male	IE	Ireland	11	1	7643	3198	41	8
BizPlus		1665309010423674	Facebook	m	male	IE	Ireland	1	1	7618	3809	75	0
Plus500		383159204571	Facebook	m	male	IE	Ireland	4	1	7563	2782	51	18
James Collins Page		1598241336961371	Facebook	m	male	IE	Ireland	2	1	7536	1507	149	0
Eoin Daly - Green Party		2301507276538084	Facebook	m	male	IE	Ireland	4	1	7454	2430	176	0
The Identitarian	The Identitarian	378994452625201	Facebook	m	male	IE	Ireland	1	1	7408	3704	84	0
Dublin Bay North Greens		730752826936484	Facebook	m	male	IE	Ireland	1	1	7397	3699	73	0
Europe Together		140105536131109	Facebook	m	male	IE	Ireland	1	1	7379	3689	36	7
Sinéad Gibney	Sinead Gibney	1655751191219071	Facebook	m	male	IE	Ireland	6	1	7358	2270	239	0
Cathal Ó Conchúir for Galway City West		408851975910282	Facebook	m	male	IE	Ireland	2	1	7254	1451	143	0
MasterClass		687589164666184	Facebook	m	male	IE	Ireland	2	1	7100	3550	31	6
InterContinental Dublin		209079616735	Facebook	m	male	IE	Ireland	1	1	6970	3485	34	6
Hazel Chu Green Party		324766595002325	Facebook	m	male	IE	Ireland	1	1	6858	3429	67	0
Clone Evolution		1345821958781389	Facebook	m	male	IE	Ireland	1	1	6835	2734	121	60
Council of the European Union		147547541961576	Facebook	m	male	IE	Ireland	4	1	6801	3196	20	3
Naeem Iqbal		392597604639549	Facebook	m	male	IE	Ireland	2	1	6693	3045	120	0
Cllr. Michael Frick Murphy		284712475020866	Facebook	m	male	IE	Ireland	1	1	6671	3335	66	0
NextUp Comedy		904760249546204	Facebook	m	male	IE	Ireland	2	1	6617	1323	82	13
eToro		193863317737	Facebook	m	male	IE	Ireland	18	1	6498	2679	19	4
Peter Horgan For City Council		1129754780379110	Facebook	m	male	IE	Ireland	1	1	6477	3239	64	0
European Commission		107898832590939	Facebook	m	male	IE	Ireland	3	1	6446	3223	20	4
Azil u Srbiji - Centar za zaštitu i pomoć tražiocima azila		181548432005007	Facebook	m	male	IE	Ireland	3	1	6278	1243	16	0
Billy Kelleher TD		1065942253417902	Facebook	m	male	IE	Ireland	2	1	6236	1247	123	0
UCD Students' Union		286540920602	Facebook	m	male	IE	Ireland	1	1	6137	3069	60	0
Dude Dad		154100984604961	Facebook	m	male	IE	Ireland	4	1	6099	2099	113	22
Statkraft		195242261090	Facebook	m	male	IE	Ireland	2	1	6069	3034	15	3
Donna Sheridan - Local Election Candidate, Castlebar Area	Donna Sheridan	172032100346513	Facebook	m	male	IE	Ireland	5	1	6049	855	260	0
Bikezac - By Cobags		292443537522136	Facebook	m	male	IE	Ireland	2	1	6046	2084	34	10
Brut UK		1629990253744016	Facebook	m	male	IE	Ireland	2	1	6043	2999	5	0
Team Car Flag Ireland Ltd		1481330438593453	Facebook	m	male	IE	Ireland	1	1	5691	2846	56	0
Shelly Herterich Quinn		2218281381718506	Facebook	m	male	IE	Ireland	2	1	5685	1137	112	0
