advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Greenpeace France		39435457457	Facebook	rw1	Last week	FR	France	17	1	5111422	2224753	18280	4799
Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	rw1	Last week	FR	France	98	1	770861	178978	9499	593
Make.org	Make.org	122037308191612	Facebook	rw1	Last week	FR	France	41	1	738163	293604	6732	1224
Mon Homéo Mon Choix		1643185362449069	Facebook	rw1	Last week	FR	France	28	1	605754	236993	5540	1175
Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	rw1	Last week	FR	France	5	1	561572	247958	369	65
Topito		136164895246	Facebook	rw1	Last week	FR	France	1	1	416630	166652	415	83
European Parliament		178362315106	Facebook	rw1	Last week	FR	France	2	1	399963	159985	799	399
Elections Présidentielles Européennes 2019	Jérémie Gonzague Jean-Baptiste Lefebvre 	1509275882541675	Facebook	rw1	Last week	FR	France	4	1	209961	74988	1595	299
Outplay	Outplay	240300105113	Facebook	rw1	Last week	FR	France	2	1	163616	81809	161	0
Européens Sans Frontières		668031516635463	Facebook	rw1	Last week	FR	France	7	1	127682	53866	246	75
VMware		6975960973	Facebook	rw1	Last week	FR	France	3	1	90541	45271	239	48
Fille Unique	Sébastien Jean-Pierre Paul Henri Gourdon	268836617151334	Facebook	rw1	Last week	FR	France	9	1	82974	18994	1290	99
Éditions Edilivre		203451893026466	Facebook	rw1	Last week	FR	France	2	1	74256	27811	31	0
Cowboy		124367788234189	Facebook	rw1	Last week	FR	France	1	1	56321	28160	1407	281
Mouvement Européen-France		335173974498	Facebook	rw1	Last week	FR	France	1	1	53835	26917	268	53
Touche pas à ma planète		2174582836142717	Facebook	rw1	Last week	FR	France	65	1	47636	7254	2062	23
Objective Earth	Maxime Pierre Jean Santi	287613515510457	Facebook	rw1	Last week	FR	France	2	1	46244	9249	136	0
Débat public sur le Pngmdr	Commission nationale du débat public	323422558353215	Facebook	rw1	Last week	FR	France	7	1	43601	8882	630	92
Klang der Solidarität		385076005313967	Facebook	rw1	Last week	FR	France	12	1	43295	16633	68	7
Ultra Premium Direct		241324402728111	Facebook	rw1	Last week	FR	France	10	1	41563	13165	387	99
Joel NEVEU		239843093227846	Facebook	rw1	Last week	FR	France	1	1	38888	7777	77	0
AD Normandie, Agence de  Développement pour la Normandie		814266701977153	Facebook	rw1	Last week	FR	France	1	1	37837	18918	94	18
VeganbottleGo		320828511985253	Facebook	rw1	Last week	FR	France	2	1	31186	12474	62	31
CCFD-Terre Solidaire		112547358788607	Facebook	rw1	Last week	FR	France	1	1	24986	4997	49	0
ADP		6914363428	Facebook	rw1	Last week	FR	France	3	1	18709	4123	274	55
Nekisi		2210586769194254	Facebook	rw1	Last week	FR	France	5	1	17996	5999	98	0
CFER		305254440031170	Facebook	rw1	Last week	FR	France	3	1	17141	6848	695	170
Fondation pour la Nature et l'Homme		54309785742	Facebook	rw1	Last week	FR	France	15	1	16933	3934	401	0
INTERSPORT FIRMINY		1071386209553028	Facebook	rw1	Last week	FR	France	1	1	16666	3333	166	33
Npa-infos Haute Garonne	NPA 31	1536506946585351	Facebook	rw1	Last week	FR	France	1	1	16666	3333	33	0
ENA - France		496352323830242	Facebook	rw1	Last week	FR	France	1	1	15214	3042	30	0
24Bottles		126060760828576	Facebook	rw1	Last week	FR	France	5	1	14256	3499	90	0
Primes Energétiques 2019		1022379694635099	Facebook	rw1	Last week	FR	France	3	1	13787	3234	89	12
Boutique Pride		299458774182573	Facebook	rw1	Last week	FR	France	2	1	13127	5931	48	9
Chroniques Du Golfe		2196850910357980	Facebook	rw1	Last week	FR	France	7	1	11482	2267	89	0
Axelle	Axelle Teixeira	405256393218025	Facebook	rw1	Last week	FR	France	3	1	10997	2000	297	0
Guardian Weekly		64525551258	Facebook	rw1	Last week	FR	France	5	1	10603	2364	41	0
Pur'Aloé - Une plante pour la vie	Pur'Aloé - Une plante pour la vie	1021589057898859	Facebook	rw1	Last week	FR	France	2	1	9998	2000	198	0
Bill The Dog	Ange Pierre-Marie Biamba	953137164851310	Facebook	rw1	Last week	FR	France	1	1	9998	5000	99	0
