advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	rw3	Last 3 weeks	DE	Germany	3170	1	38647830	9274999	347030	8300
FDP	FDP	21289227249	Facebook	rw3	Last 3 weeks	DE	Germany	2354	1	29723464	9062312	285993	15603
SPD	SPD	47930567748	Facebook	rw3	Last 3 weeks	DE	Germany	5207	1	23053653	5353968	567191	14899
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rw3	Last 3 weeks	DE	Germany	1562	1	21301914	6736040	247610	25072
DIE LINKE	DIE LINKE	47694585682	Facebook	rw3	Last 3 weeks	DE	Germany	316	1	9478298	3397510	45307	4699
Kialo		729627343834501	Facebook	rw3	Last 3 weeks	DE	Germany	235	1	9399942	2690153	66163	13787
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	rw3	Last 3 weeks	DE	Germany	345	1	8714878	2736240	54380	4899
Greenpeace Deutschland		22541752487	Facebook	rw3	Last 3 weeks	DE	Germany	297	1	7299056	2543218	51485	7872
Campact e.V.	Campact e.V.	82734241364	Facebook	rw3	Last 3 weeks	DE	Germany	39	1	6303267	2659440	38218	9012
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	rw3	Last 3 weeks	DE	Germany	11	1	5599989	2600000	29989	7200
Katarina Barley	SPD	1522202731410785	Facebook	rw3	Last 3 weeks	DE	Germany	537	1	5313455	1327998	62362	2299
European Parliament		178362315106	Facebook	rw3	Last 3 weeks	DE	Germany	23	1	4239080	1955161	22541	5027
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	rw3	Last 3 weeks	DE	Germany	53	1	3635846	1411698	11258	1799
European Greens		141366725876424	Facebook	rw3	Last 3 weeks	DE	Germany	17	1	3513090	1605688	27164	7725
IG Metall	IG Metall	249296718436	Facebook	rw3	Last 3 weeks	DE	Germany	21	1	3059978	1424999	14378	3400
ABOUT YOU	ABOUT YOU	689801517732186	Facebook	rw3	Last 3 weeks	DE	Germany	5	1	2699994	1199999	24994	4999
Volt Deutschland	Volt Deutschland	134209407129787	Facebook	rw3	Last 3 weeks	DE	Germany	1021	1	2692169	487838	101453	100
Ökologisch-Demokratische Partei (ÖDP)	Ökologisch-Demokratische Partei (ÖDP)	120655374567	Facebook	rw3	Last 3 weeks	DE	Germany	38	1	2689254	1185278	8457	1511
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	rw3	Last 3 weeks	DE	Germany	443	1	2670553	917999	58756	6800
Grüner Fisher Investments	Grüner Fisher Investments	138832469593845	Facebook	rw3	Last 3 weeks	DE	Germany	215	1	2145784	558999	83085	16299
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	rw3	Last 3 weeks	DE	Germany	346	1	2054654	447000	35854	400
Social Media Ads	Alexander Dietrich	561953460655717	Facebook	rw3	Last 3 weeks	DE	Germany	77	1	1614817	356750	7616	0
FDP Bremen	FDP Bremen	152934608113175	Facebook	rw3	Last 3 weeks	DE	Germany	251	1	1493848	361058	20692	400
Reservix	Reservix GmbH	135158439833197	Facebook	rw3	Last 3 weeks	DE	Germany	45	1	1255955	278000	4455	0
SPD-Bundestagsfraktion	SPD-Bundestagsfraktion	144380008933707	Facebook	rw3	Last 3 weeks	DE	Germany	40	1	1243643	280090	5138	325
