recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	HU	Hungary	522	275	3692222	1436870	9092	3663
rd2	Last 2 days	2019-05-06	2019-05-07	HU	Hungary	611	325	9891389	3966378	25007	10327
rd3	Last 3 days	2019-05-05	2019-05-07	HU	Hungary	712	373	16367456	6745204	41589	17409
rd4	Last 4 days	2019-05-04	2019-05-07	HU	Hungary	765	395	21965899	9171093	55463	23258
rd5	Last 5 days	2019-05-03	2019-05-07	HU	Hungary	864	409	28996579	12231861	71863	30119
rd6	Last 6 days	2019-05-02	2019-05-07	HU	Hungary	929	436	33098352	13942901	80743	33649
rw1	Last week	2019-05-01	2019-05-07	HU	Hungary	1065	445	36692311	15412955	88164	36417
rw2	Last 2 weeks	2019-04-24	2019-05-07	HU	Hungary	1705	641	61224694	25039946	137762	53378
rw3	Last 3 weeks	2019-04-17	2019-05-07	HU	Hungary	2052	734	76070922	31102191	171295	64276
rw4	Last 4 weeks	2019-04-10	2019-05-07	HU	Hungary	2547	874	90968076	37455019	199523	73075
rm1	Last month	2019-04-08	2019-05-07	HU	Hungary	2686	931	93508205	38468540	205180	74515
rm2	Last 2 months	2019-03-09	2019-05-07	HU	Hungary	3584	1199	109162533	44596046	256736	87423
rm3	Last 3 months	2019-02-07	2019-05-07	HU	Hungary	3869	1258	112818859	45986980	267049	89472
rm6	Last 6 months	2019-01-01	2019-05-07	HU	Hungary	4011	1288	115201867	47011512	271917	90567
