recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	CZ	Czechia	1533	161	3675526	1189175	12580	3430
rd2	Last 2 days	2019-05-16	2019-05-17	CZ	Czechia	1700	170	8065125	2602262	29709	7917
rd3	Last 3 days	2019-05-15	2019-05-17	CZ	Czechia	1855	182	11836753	3759658	44181	11519
rd4	Last 4 days	2019-05-14	2019-05-17	CZ	Czechia	2115	198	15953116	5040110	61660	15700
rd5	Last 5 days	2019-05-13	2019-05-17	CZ	Czechia	2356	207	20845978	6745841	80999	20850
rd6	Last 6 days	2019-05-12	2019-05-17	CZ	Czechia	2609	214	24382142	7865707	94345	24188
rw1	Last week	2019-05-11	2019-05-17	CZ	Czechia	2657	221	26853270	8739532	104022	26626
rw2	Last 2 weeks	2019-05-04	2019-05-17	CZ	Czechia	3872	267	48723348	16312811	190132	47785
rw3	Last 3 weeks	2019-04-27	2019-05-17	CZ	Czechia	4639	340	63341793	21595384	243542	65109
rw4	Last 4 weeks	2019-04-20	2019-05-17	CZ	Czechia	5118	393	71281215	24039370	275874	73117
rm1	Last month	2019-04-18	2019-05-17	CZ	Czechia	5291	419	75287338	25315109	287346	76204
rm2	Last 2 months	2019-03-19	2019-05-17	CZ	Czechia	6829	827	96616242	33319418	384015	95678
rm3	Last 3 months	2019-02-17	2019-05-17	CZ	Czechia	7240	921	99860415	34371362	394018	97402
rm6	Last 6 months	2019-01-01	2019-05-17	CZ	Czechia	7421	959	100756712	34719362	397263	98209
