country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LU	Luxembourg	w020	Week 20	2019-05-13	2019-05-15	384	77	2447938	973537	13273	2309
LU	Luxembourg	w019	Week 19	2019-05-06	2019-05-12	451	95	3772869	1338572	20414	2420
LU	Luxembourg	w018	Week 18	2019-04-29	2019-05-05	489	115	2927864	970828	16235	1310
LU	Luxembourg	w017	Week 17	2019-04-22	2019-04-28	465	111	1045646	373328	6396	496
LU	Luxembourg	w016	Week 16	2019-04-15	2019-04-21	504	148	662684	186111	4252	395
LU	Luxembourg	w015	Week 15	2019-04-08	2019-04-14	732	246	1687459	448459	8348	329
LU	Luxembourg	w014	Week 14	2019-04-01	2019-04-07	638	239	1007308	250337	7479	145
LU	Luxembourg	w013	Week 13	2019-03-25	2019-03-31	544	217	1736363	614388	12613	944
LU	Luxembourg	w012	Week 12	2019-03-18	2019-03-24	403	183	1242705	486386	7118	1042
LU	Luxembourg	w011	Week 11	2019-03-11	2019-03-17	272	114	571693	185460	2859	458
LU	Luxembourg	w010	Week 10	2019-03-04	2019-03-10	258	91	382447	111875	2508	129
LU	Luxembourg	w009	Week 9	2019-02-25	2019-03-03	131	58	271056	66405	1524	124
LU	Luxembourg	w008	Week 8	2019-02-18	2019-02-24	107	53	173245	46660	855	28
LU	Luxembourg	w007	Week 7	2019-02-11	2019-02-17	77	37	134844	37375	741	20
LU	Luxembourg	w006	Week 6	2019-02-04	2019-02-10	82	36	144321	45860	574	28
LU	Luxembourg	w005	Week 5	2019-01-28	2019-02-03	90	30	96339	25692	265	22
LU	Luxembourg	w004	Week 4	2019-01-21	2019-01-27	71	28	42060	18357	466	19
LU	Luxembourg	w003	Week 3	2019-01-14	2019-01-20	72	25	25933	11682	186	8
LU	Luxembourg	w002	Week 2	2019-01-07	2019-01-13	55	22	3955	1175	12	1
LU	Luxembourg	w001	Week 1	2019-01-01	2019-01-06	40	16	5898	2764	18	3
