audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	DK	Denmark	8083	1306	17494045	5390540	141283	34219
f18_24	female (18-24)	DK	Denmark	8127	1344	15128318	4941515	114045	27951
m25_34	male (25-34)	DK	Denmark	8904	1414	13037149	3997109	112491	26737
f25_34	female (25-34)	DK	Denmark	9106	1462	11232137	3678930	100814	24209
f35_44	female (35-44)	DK	Denmark	9170	1442	9509313	3117812	98152	23548
m35_44	male (35-44)	DK	Denmark	9029	1398	9125347	2802731	84108	19525
f45_54	female (45-54)	DK	Denmark	8873	1404	8903166	2842224	95282	23180
m45_54	male (45-54)	DK	Denmark	8652	1356	8619659	2592247	82628	19401
f65_	female (65+)	DK	Denmark	7524	1221	8030225	2434646	85653	21610
f55_64	female (55-64)	DK	Denmark	8114	1324	7625163	2345963	81385	20201
m55_64	male (55-64)	DK	Denmark	7906	1275	6632609	1948818	65567	15673
m65_	male (65+)	DK	Denmark	7276	1186	5674213	1660161	57815	14093
f13_17	female (13-17)	DK	Denmark	815	270	1155820	361320	7468	1655
m13_17	male (13-17)	DK	Denmark	789	258	1098919	337741	7442	1713
u35_44	unknown (35-44)	DK	Denmark	6819	1240	274481	86863	2608	601
u25_34	unknown (25-34)	DK	Denmark	6236	1204	198818	62267	1739	403
u45_54	unknown (45-54)	DK	Denmark	6282	1187	167442	51634	1675	390
u55_64	unknown (55-64)	DK	Denmark	5428	1075	132255	39400	1321	318
u65_	unknown (65+)	DK	Denmark	5028	984	112965	33302	1162	283
u18_24	unknown (18-24)	DK	Denmark	5100	1027	87351	26767	770	175
u13_17	unknown (13-17)	DK	Denmark	463	202	6577	2009	44	9
