advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Gouvernement	Gouvernement	392341217527576	Facebook	haute_normandie	Haute-Normandie	FR	France	30	1	6804	2713	9	2
European Parliament	European Parliament	178362315106	Facebook	haute_normandie	Haute-Normandie	FR	France	1	1	1189	594	5	1
Fille Unique	Sébastien Jean-Pierre Paul Henri Gourdon	268836617151334	Facebook	haute_normandie	Haute-Normandie	FR	France	1	1	72	14	0	0
Cogito	Cogito	2059332547662115	Facebook	haute_normandie	Haute-Normandie	FR	France	1	1	72	36	0	0
Gilets jaunes Dreux 28	Andrei Vladimirovitch Goultsev	973394992846401	Facebook	haute_normandie	Haute-Normandie	FR	France	1	1	63	0	6	0
Eurolapins	Pulse of Europe France	755726434768654	Facebook	haute_normandie	Haute-Normandie	FR	France	2	1	17	7	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	haute_normandie	Haute-Normandie	FR	France	1	1	0	0	0	0
VoteEuropa - France	Jules Nicolas André Bejot 	2031732090462417	Facebook	haute_normandie	Haute-Normandie	FR	France	2	1	0	0	0	0
European Commission	European Commission	107898832590939	Facebook	haute_normandie	Haute-Normandie	FR	France	2	1	0	0	0	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	haute_normandie	Haute-Normandie	FR	France	1	1	0	0	0	0
