advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f25_34	female (25-34)	CZ	Czechia	70	1	1434311	672807	6835	2283
ČSSD	ČSSD	111041662264882	Facebook	f25_34	female (25-34)	CZ	Czechia	931	1	966358	177997	4149	744
European Commission		107898832590939	Facebook	f25_34	female (25-34)	CZ	Czechia	20	1	629011	282954	2274	599
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	f25_34	female (25-34)	CZ	Czechia	61	1	595095	200295	3025	118
TOP 09	TOP 09	90002267161	Facebook	f25_34	female (25-34)	CZ	Czechia	23	1	542692	218641	881	290
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	f25_34	female (25-34)	CZ	Czechia	103	1	438866	174469	1366	336
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	f25_34	female (25-34)	CZ	Czechia	76	1	282968	81059	467	126
Andrej Babiš	ANO	214827221987263	Facebook	f25_34	female (25-34)	CZ	Czechia	5	1	248563	124281	718	159
HLAS	První prezidentská	320144481956623	Facebook	f25_34	female (25-34)	CZ	Czechia	140	1	192532	52215	600	130
Evropa společně	Evropa společně	535611970260854	Facebook	f25_34	female (25-34)	CZ	Czechia	54	1	144965	49781	319	69
European Greens	European Greens	141366725876424	Facebook	f25_34	female (25-34)	CZ	Czechia	8	1	144883	58997	319	144
Hello Sandy		56274514407	Facebook	f25_34	female (25-34)	CZ	Czechia	24	1	127924	37104	127	19
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	f25_34	female (25-34)	CZ	Czechia	41	1	119082	32325	549	124
Pavel Poc	Poc Pavel	202974613060409	Facebook	f25_34	female (25-34)	CZ	Czechia	17	1	116641	43618	304	87
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	f25_34	female (25-34)	CZ	Czechia	15	1	114830	49813	344	88
Tomáš Zdechovský		275042429350706	Facebook	f25_34	female (25-34)	CZ	Czechia	25	1	101784	43926	576	136
Kialo		729627343834501	Facebook	f25_34	female (25-34)	CZ	Czechia	350	1	94394	38507	644	165
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	f25_34	female (25-34)	CZ	Czechia	11	1	82657	34731	272	55
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	f25_34	female (25-34)	CZ	Czechia	92	1	80814	23787	110	24
Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	f25_34	female (25-34)	CZ	Czechia	36	1	74971	19638	339	87
Minidotaznik.cz		432692927273545	Facebook	f25_34	female (25-34)	CZ	Czechia	1	1	68491	27396	121	60
KDU-ČSL	KDU-ČSL	251656685576	Facebook	f25_34	female (25-34)	CZ	Czechia	48	1	68106	18992	246	51
Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	f25_34	female (25-34)	CZ	Czechia	23	1	64450	23069	417	93
Greenpeace Česká republika	Greenpeace Česká republika	55876739776	Facebook	f25_34	female (25-34)	CZ	Czechia	8	1	63540	14911	232	46
Daniel Herman		378072105614553	Facebook	f25_34	female (25-34)	CZ	Czechia	10	1	58895	24738	60	21
Jan Zahradil		400970967000022	Facebook	f25_34	female (25-34)	CZ	Czechia	15	1	58029	21461	228	54
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	f25_34	female (25-34)	CZ	Czechia	21	1	55239	12254	118	29
Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	f25_34	female (25-34)	CZ	Czechia	18	1	55024	18894	132	45
Asociace společenské odpovědnosti		117111438676	Facebook	f25_34	female (25-34)	CZ	Czechia	2	1	49816	9963	193	38
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	f25_34	female (25-34)	CZ	Czechia	5	1	35575	8061	125	34
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	f25_34	female (25-34)	CZ	Czechia	53	1	35049	8239	83	22
Refork		1919696668329015	Facebook	f25_34	female (25-34)	CZ	Czechia	2	1	29388	14694	22	5
Martin Hrubčík		253207085584079	Facebook	f25_34	female (25-34)	CZ	Czechia	4	1	27969	5593	62	13
Programy do voleb	Štěpán Ryšavý - Programy do voleb	1033702273421005	Facebook	f25_34	female (25-34)	CZ	Czechia	19	1	24279	7640	7	0
Humans of Piráti	Česká pirátská strana	1036986463173677	Facebook	f25_34	female (25-34)	CZ	Czechia	31	1	22524	5536	89	17
Tomio Okamura - SPD		179497582061065	Facebook	f25_34	female (25-34)	CZ	Czechia	29	1	21433	8499	83	33
Nadace Vodafone Česká republika		49020448604	Facebook	f25_34	female (25-34)	CZ	Czechia	1	1	20218	4043	15	7
Game of Sultans		185311195624361	Facebook	f25_34	female (25-34)	CZ	Czechia	6	1	19139	8256	400	102
Marek Ženíšek	TOP 09	523450094407778	Facebook	f25_34	female (25-34)	CZ	Czechia	13	1	18765	6093	61	12
Pravý bleší trh z náměstí Míru		242189156000	Facebook	f25_34	female (25-34)	CZ	Czechia	1	1	17321	3464	13	6
Venuše ve Švehlovce		227570994106321	Facebook	f25_34	female (25-34)	CZ	Czechia	1	1	16430	3286	12	6
Lukáš Otys		308240522910962	Facebook	f25_34	female (25-34)	CZ	Czechia	2	1	14366	3008	7	1
European Youth Event		919232861444360	Facebook	f25_34	female (25-34)	CZ	Czechia	6	1	14294	6552	48	11
Martin Kuba	Martin Kuba	114474108677288	Facebook	f25_34	female (25-34)	CZ	Czechia	2	1	13014	2602	69	25
Roman Kriz	Kriz Roman	382745889213194	Facebook	f25_34	female (25-34)	CZ	Czechia	116	1	12699	2831	47	10
Greens/EFA in the European Parliament		150527751674751	Facebook	f25_34	female (25-34)	CZ	Czechia	28	1	12513	5556	15	4
Guardian Weekly		64525551258	Facebook	f25_34	female (25-34)	CZ	Czechia	8	1	12055	4750	21	6
Wholesome Culture		1664959567149320	Facebook	f25_34	female (25-34)	CZ	Czechia	7	1	11892	5312	28	5
Luděk Niedermayer		1395881230682843	Facebook	f25_34	female (25-34)	CZ	Czechia	2	1	11346	2269	44	8
YOU.and.EU		250361215678222	Facebook	f25_34	female (25-34)	CZ	Czechia	10	1	11006	3197	52	1
Mladí občanští demokraté		224146535014	Facebook	f25_34	female (25-34)	CZ	Czechia	3	1	10846	2115	42	8
Biooo - přírodní kosmetika		168384613213781	Facebook	f25_34	female (25-34)	CZ	Czechia	3	1	10656	2625	12	4
Pela Case		119283008140727	Facebook	f25_34	female (25-34)	CZ	Czechia	14	1	10420	3773	20	2
SUEZ Využití zdrojů		108724109221396	Facebook	f25_34	female (25-34)	CZ	Czechia	2	1	10386	2050	8	3
Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	f25_34	female (25-34)	CZ	Czechia	15	1	10337	2809	36	7
ODS - Občanská demokratická strana		30575632699	Facebook	f25_34	female (25-34)	CZ	Czechia	6	1	10117	2071	41	8
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f25_34	female (25-34)	CZ	Czechia	21	1	10043	4461	23	6
Lazena		230485451146232	Facebook	f25_34	female (25-34)	CZ	Czechia	1	1	9183	1836	3	0
Institute H21	Sova Miriam	1900532106849242	Facebook	f25_34	female (25-34)	CZ	Czechia	3	1	8936	1787	22	5
Mladí lidovci Vysočina	Palan Jan	282033615295005	Facebook	f25_34	female (25-34)	CZ	Czechia	2	1	8713	1742	33	6
Piráti České Budějovice	Hansal Jaroslav	153535188480725	Facebook	f25_34	female (25-34)	CZ	Czechia	1	1	8640	1728	33	6
Piráti Praha 9		360274454307557	Facebook	f25_34	female (25-34)	CZ	Czechia	3	1	8574	2128	36	10
Jaromír Štětina, člen EPP frakce Evropského parlamentu		334720110067940	Facebook	f25_34	female (25-34)	CZ	Czechia	4	1	7965	2412	39	6
Eva Decroix		567229570370422	Facebook	f25_34	female (25-34)	CZ	Czechia	14	1	7963	2432	29	8
Rosatom Global		1828572300805912	Facebook	f25_34	female (25-34)	CZ	Czechia	2	1	7875	3937	175	35
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	f25_34	female (25-34)	CZ	Czechia	53	1	7844	3604	41	8
Jan Jarolím		388845554569781	Facebook	f25_34	female (25-34)	CZ	Czechia	1	1	7524	1504	29	5
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	f25_34	female (25-34)	CZ	Czechia	51	1	7002	3211	14	3
