advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	0_50	0 - 50	EL	Greece	185	1	5865865	1703646	18248	0
Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	0_50	0 - 50	EL	Greece	206	1	4829051	1273289	20321	0
Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	0_50	0 - 50	EL	Greece	312	1	4278368	1221938	30745	0
INBOX	New Digital Media	369693523475596	Facebook	0_50	0 - 50	EL	Greece	49	1	3790573	1672648	4831	0
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	0_50	0 - 50	EL	Greece	85	1	3326454	718689	8377	0
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	0_50	0 - 50	EL	Greece	88	1	3239335	963883	8682	0
Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	0_50	0 - 50	EL	Greece	88	1	2944686	658936	8684	0
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	0_50	0 - 50	EL	Greece	44	1	2696410	1026013	4338	0
Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	0_50	0 - 50	EL	Greece	104	1	2547325	623670	10252	0
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	0_50	0 - 50	EL	Greece	84	1	2336421	561745	8283	0
Kyriakos Mitsotakis		34848567724	Facebook	0_50	0 - 50	EL	Greece	49	1	2131362	709113	4832	0
Ιωάννης Πάιδας-Υποψήφιος Ευρωβουλευτής Νέας Δημοκρατίας		312321199470594	Facebook	0_50	0 - 50	EL	Greece	45	1	2124445	684201	4435	0
Σπύρος Ριζόπουλος	Spyridon Rizopoulos	2127727860849871	Facebook	0_50	0 - 50	EL	Greece	61	1	1764118	443520	6019	0
Στέλιος Κυμπουρόπουλος	Στέλιος Κυμπουρόπουλος	323456224972682	Facebook	0_50	0 - 50	EL	Greece	56	1	1754261	453284	5523	0
George Kyrtsos - Γιώργος Κύρτσος	DigitalWise Agency 	1413834448867079	Facebook	0_50	0 - 50	EL	Greece	56	1	1656132	465090	5521	0
Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	0_50	0 - 50	EL	Greece	30	1	1540727	523211	2960	0
Μιχαλίτσης Κωνσταντίνος	Μιχαλιτσης Κωνσταντινος 	760837734005868	Facebook	0_50	0 - 50	EL	Greece	17	1	1434323	544855	1676	0
Μάκης Παπαδόπουλος - Ο Τόπος Της Ζωής Μας	Μάκης Παπαδόπουλος	1433780063507247	Facebook	0_50	0 - 50	EL	Greece	52	1	1298892	351901	5131	0
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	0_50	0 - 50	EL	Greece	27	1	1278132	351257	2648	0
Μαρία Σπυράκη		657782574275153	Facebook	0_50	0 - 50	EL	Greece	40	1	1179894	383304	3943	0
Ioannis Vardakastanis	Ioannis Vardakastanis	195643347979465	Facebook	0_50	0 - 50	EL	Greece	93	1	1160939	330844	9111	0
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	0_50	0 - 50	EL	Greece	28	1	1152617	328738	2761	0
Γιώργος Σταύρος Κρεμλής - Υποψήφιος Ευρωβουλευτής		548959368535123	Facebook	0_50	0 - 50	EL	Greece	68	1	1038861	261255	6497	0
Παύλος Ελευθεριάδης		768996799785550	Facebook	0_50	0 - 50	EL	Greece	25	1	1015090	333421	2234	0
Νίκος Ανδρουλάκης	Νίκος Ανδρουλάκης	216089191899991	Facebook	0_50	0 - 50	EL	Greece	19	1	1012042	324723	1873	0
