advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	10k_50k	10k - 50k	PL	Poland	60	1	2997189	599449	5843	1371
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	10k_50k	10k - 50k	PL	Poland	33	1	1648550	329716	3943	859
Krzysztof Hetman	Krzysztof Hetman KKW Koalicja Europejska PO PSL SLD .N Zieloni	1607487699534202	Facebook	10k_50k	10k - 50k	PL	Poland	28	1	1399972	280000	2971	581
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	10k_50k	10k - 50k	PL	Poland	21	1	1049763	209956	6508	1488
Joanna Skrzydlewska	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	274904002573727	Facebook	10k_50k	10k - 50k	PL	Poland	20	1	999980	200000	2368	604
Konstanty Radziwiłł	KW PRAWO I SPRAWIEDLIWOŚĆ	928240283878303	Facebook	10k_50k	10k - 50k	PL	Poland	20	1	999980	200000	2949	1070
Gazeta Wyborcza	Gazeta Wyborcza	63563473556	Facebook	10k_50k	10k - 50k	PL	Poland	20	1	999012	199806	1854	348
Adam Bielan	KW PRAWO I SPRAWIEDLIWOŚĆ	228951150597089	Facebook	10k_50k	10k - 50k	PL	Poland	20	1	997795	199563	2665	743
Krzysztof Bosak	Konfederacja KORWiN Braun Liroy Narodowcy	141833139301	Facebook	10k_50k	10k - 50k	PL	Poland	19	1	949864	189976	4066	1302
Marek Balt	KKW Koalicja Europejska PO PSL SLD  .N Zieloni	398824790221548	Facebook	10k_50k	10k - 50k	PL	Poland	18	1	899942	179992	1996	395
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	10k_50k	10k - 50k	PL	Poland	17	1	849046	169812	2459	836
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	10k_50k	10k - 50k	PL	Poland	13	1	649987	130000	1509	302
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	10k_50k	10k - 50k	PL	Poland	13	1	649987	130000	1439	348
Bogdan Rzońca	Blue Data Bay Sp. z o.o.	247239865295508	Facebook	10k_50k	10k - 50k	PL	Poland	13	1	649950	129992	2904	790
Parlament Europejski - Biuro w Polsce	Parlament Europejski - Biuro w Polsce	405326618416	Facebook	10k_50k	10k - 50k	PL	Poland	13	1	649058	129814	391	23
Kamila Gasiuk-Pihowicz	Kamila Gasiuk-PIhowicz KKW Koalicja Europejska PO PSL SLD .N Zieloni	150412465290475	Facebook	10k_50k	10k - 50k	PL	Poland	12	1	599988	120000	1974	744
Jarosław Wałęsa	KKW Koalicja Europejska PO PSL SLD N Zieloni	433052760111334	Facebook	10k_50k	10k - 50k	PL	Poland	12	1	599987	119999	1393	279
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	10k_50k	10k - 50k	PL	Poland	12	1	599822	119966	1974	744
Michał Korolko - profil publiczny	KKW Koalicja Europejska PO PSL SLD .N Zieloni (Michał Korolko)	334123340547325	Facebook	10k_50k	10k - 50k	PL	Poland	12	1	598565	119715	1506	371
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	10k_50k	10k - 50k	PL	Poland	12	1	598273	119657	1295	255
Koalicja Europejska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	3116013818724635	Facebook	10k_50k	10k - 50k	PL	Poland	12	1	598014	119605	1388	278
Joachim Brudziński	Joachim Brudziński	722625777782250	Facebook	10k_50k	10k - 50k	PL	Poland	10	1	499990	100000	695	116
Radosław Sikorski	KKW Koalicja Europejska PO PSL SLD .N Zieloni	134214926657042	Facebook	10k_50k	10k - 50k	PL	Poland	10	1	499990	100000	1160	232
Dobromir Sośnierz	KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY	1389430631355482	Facebook	10k_50k	10k - 50k	PL	Poland	10	1	499974	99996	1160	232
Izabela Kloc	Komitet Wyborczy Prawo i Sprawidliwość	171128483067743	Facebook	10k_50k	10k - 50k	PL	Poland	10	1	499948	99991	1625	604
Michał Wawrykiewicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	835519263468051	Facebook	10k_50k	10k - 50k	PL	Poland	9	1	449991	90000	765	139
Janusz Lewandowski	KKW Koalicja Europejska PO PSL SLD N Zieloni	75571183641	Facebook	10k_50k	10k - 50k	PL	Poland	9	1	449991	90000	1161	302
Poseł Jakub Rutnicki	KKW Koalicja Europejska PO PSL SLD .N Zieloni	222141244609992	Facebook	10k_50k	10k - 50k	PL	Poland	9	1	449990	89999	1044	209
Andrzej Buła	KKW Koalicja Europejska PO PSL SLD .N Zieloni	158877910847285	Facebook	10k_50k	10k - 50k	PL	Poland	9	1	449862	89974	951	186
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	10k_50k	10k - 50k	PL	Poland	9	1	449185	89838	1042	208
Janka Ochojska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	573994789747274	Facebook	10k_50k	10k - 50k	PL	Poland	9	1	449020	89805	1158	301
Ireneusz Dzieszko	Ireneusz Dzieszko	765150530190943	Facebook	10k_50k	10k - 50k	PL	Poland	8	1	399992	80000	835	162
Stanisław Tyszka - Kukiz'15	Komitet Wyborczy Wyborców KUKIZ15	930978763646427	Facebook	10k_50k	10k - 50k	PL	Poland	8	1	399992	80000	928	186
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	10k_50k	10k - 50k	PL	Poland	8	1	399992	80000	858	232
Jan Olbrycht	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	153098244704447	Facebook	10k_50k	10k - 50k	PL	Poland	8	1	399864	79974	1044	279
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	10k_50k	10k - 50k	PL	Poland	8	1	399780	79957	928	186
Jakub Ziółkowski	KW Wiosna Roberta Biedronia	728590287185661	Facebook	10k_50k	10k - 50k	PL	Poland	8	1	399722	79946	928	185
Edukacja dla Dobrego Klimatu	Wojciech Makowski	798249970192065	Facebook	10k_50k	10k - 50k	PL	Poland	8	1	399601	79921	2321	673
Maciej Józefowicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	157504851851399	Facebook	10k_50k	10k - 50k	PL	Poland	7	1	349993	70000	952	325
Agnieszka Ścigaj - Poseł na Sejm RP	Komitet Wyborczy Wyborców KUKIZ15	1476482495991048	Facebook	10k_50k	10k - 50k	PL	Poland	7	1	349990	69999	952	325
Tomasz Frankowski	KWW Koalicja Europejska PO PSL SLD .N Zieloni	2273340699395517	Facebook	10k_50k	10k - 50k	PL	Poland	7	1	349983	69998	1045	348
KlimatAlert	Wojciech Makowski	342956762998558	Facebook	10k_50k	10k - 50k	PL	Poland	7	1	349806	69962	835	232
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	10k_50k	10k - 50k	PL	Poland	7	1	300871	60175	1795	300
Paweł Tanajno	Paweł Jan Tanajno	469702339755768	Facebook	10k_50k	10k - 50k	PL	Poland	6	1	299994	60000	929	325
Tomasz Latos	KW Prawo i Sprawiedliwość	308684629246305	Facebook	10k_50k	10k - 50k	PL	Poland	6	1	299994	60000	812	232
Hubert Czerniak - Włączamy myślenie	Komitet Wyborczy Wyborców Konfederacja Korwin Braun Liroy Narodowcy	798940726870349	Facebook	10k_50k	10k - 50k	PL	Poland	6	1	299994	60000	812	232
Rainbow Rose	Rainbow Rose	572653266147067	Facebook	10k_50k	10k - 50k	PL	Poland	6	1	299947	59990	2092	628
Amnesty International Polska	Amnesty International Polska	57544755889	Facebook	10k_50k	10k - 50k	PL	Poland	6	1	299866	59974	1277	604
Norbert Kaczmarczyk Poseł na Sejm RP	Kukiz'15 • Posłowie	814991668621838	Facebook	10k_50k	10k - 50k	PL	Poland	6	1	299687	59938	695	139
Przemysław Przybylski	Komitet Wyborczy Prawo i Sprawiedliwość	256850261180940	Facebook	10k_50k	10k - 50k	PL	Poland	5	1	249995	50000	696	209
Andrzej Halicki	. KKW Koalicja Europejska PO PSL SLD .N Zieloni	370319116027	Facebook	10k_50k	10k - 50k	PL	Poland	5	1	249995	50000	696	209
Maciej Gdula	KW Wiosna Roberta Biedronia	831495030528894	Facebook	10k_50k	10k - 50k	PL	Poland	5	1	249995	50000	696	209
Jacek Wilk	KWW Konfederacja Korwin Braun Liroy Narodowcy	499646073441042	Facebook	10k_50k	10k - 50k	PL	Poland	5	1	249995	50000	813	302
