country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BG	Bulgaria	sofia_city_province	Sofia City Province	2568	674	5460899	1766223	25403	2358
BG	Bulgaria	plovdiv_province	Plovdiv Province	1991	551	432098	143906	1168	80
BG	Bulgaria	varna_province	Varna Province	1945	542	330344	96997	1235	44
BG	Bulgaria	burgas_province	Burgas Province	1830	523	253687	66413	831	21
BG	Bulgaria	blagoevgrad_province	Blagoevgrad Province	1718	506	129079	37720	1002	14
BG	Bulgaria	ruse_province	Ruse Province	1647	468	95478	30817	1001	9
BG	Bulgaria	yambol_province	Yambol Province	1366	384	74553	16458	426	2
BG	Bulgaria	pazardzhik_province	Pazardzhik Province	1552	438	74064	20186	256	8
BG	Bulgaria	stara_zagora_province	Stara Zagora Province	1693	474	65654	24477	289	17
BG	Bulgaria	veliko_tarnovo_province	Veliko Tarnovo Province	1645	467	52109	22000	265	7
BG	Bulgaria	pleven_province	Pleven Province	1599	468	38601	14402	127	9
BG	Bulgaria	vratsa_province	Vratsa Province	1402	406	38561	16159	326	3
BG	Bulgaria	haskovo_province	Haskovo Province	1570	451	32531	11121	198	6
BG	Bulgaria	sofia_province	Sofia Province	1482	411	19239	7132	56	7
BG	Bulgaria	sliven_province	Sliven Province	1452	422	18014	6687	86	4
BG	Bulgaria	pernik_province	Pernik Province	1445	406	14214	4851	46	5
BG	Bulgaria	lovech_province	Lovech Province	1352	384	12116	3649	119	1
BG	Bulgaria	montana_province	Montana Province	1369	375	11783	3558	122	1
BG	Bulgaria	kyustendil_province	Kyustendil Province	1393	389	8149	2859	48	1
BG	Bulgaria	smolyan_province	Smolyan Province	1379	386	5279	1992	13	1
BG	Bulgaria	vidin_province	Vidin Province	1307	365	3989	1455	14	0
