advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Демократична България	Демократична България	995342840629890	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	9	1	22682	11340	112	22
European Parliament	European Parliament	178362315106	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	15	1	9603	4166	32	6
Движение ВОЛЯ	Движение Воля	289082018098560	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	5	1	7870	3148	7	1
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	3	1	7280	2922	14	7
Приоритети	БЗНС	1163987410423594	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	35	1	5248	2226	25	4
Крум Дончев/Krum Donchev	Крум Дончев/Krum Donchev	155516354469476	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	11	1	4201	1511	14	5
Росен Богомилов	Ivanov Hristo	1183492355137046	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	9	1	3332	1614	12	2
informo.bg	informo.bg	262524054082832	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	3	1	3280	1606	1	0
Радан Кънев	Радан Кънев	1461853244069926	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	21	1	3080	1309	9	1
Път на младите	Път на младите	2051476654950711	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	15	1	2576	1120	8	1
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	2	1	2069	830	0	0
Веселин Марешки		427091487494895	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	3	1	1915	786	2	0
За Земята	Keremidchieva Violeta	404421529636122	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	11	1	1864	541	3	0
Постоянна ромска конференция	Roma Standing Conference	2169116143357997	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	5	1	1772	794	3	0
Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	10	1	1727	345	3	0
ПП Глас народен	ПП Глас народен	127457487402289	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	10	1	1141	313	3	0
Ilhan Kyuchyuk	Kyuchyuk Ilhan	1637403469881344	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	4	1	747	164	1	0
Пламена Заячка	Zayachka Plamena	265202954078265	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	18	1	700	43	46	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	5	1	551	214	0	0
European Commission	European Commission	107898832590939	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	22	1	494	243	0	0
ДПС Видин - DPS Vidin	Anastassov Stanislav	1522108701339201	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	3	1	439	87	0	0
Зелените ставаме Зелено движение	Ivanov Hristo	247214619360	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	3	1	420	194	2	0
Инициатива "Правосъдие за всеки"	Инициатива "Правосъдие за всеки"	364788430386875	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	2	1	356	146	0	0
European Greens	European Greens	141366725876424	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	5	1	322	160	1	0
Петър Клисаров	ПП Пряка Демокрация	2041389956077700	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	7	1	245	71	1	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	2	1	222	111	1	0
dmfilipov		305015120425184	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	206	41	0	0
Консерваторъ	Oblakov Nikolay	1840027882991452	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	3	1	165	33	0	0
Българска Социалистическа Партия	Българска Социалистическа Партия	1367672173297067	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	2	1	163	32	0	0
Gimme5EUblogs	City Eng	1704673382966894	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	3	1	153	38	0	0
ПП АТАКА		243868101610	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	153	76	0	0
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	126	25	0	0
Карлос Контрера	Войчин Мирчо	734105799990582	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	5	1	103	34	1	0
Любомира Ганчева	Gancheva Lyubomira	483954725396036	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	3	1	101	19	0	0
CRIF		395919323779707	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	64	32	0	0
Vote for a Woman / Stem op een Vrouw		1329572193784367	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	3	1	58	11	0	0
Д-р Георги Димов		586177848546662	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	58	11	0	0
Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	3	1	56	19	0	0
За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	4	1	41	12	1	0
Тома Белев/ Toma Belev	Ivanov Hristo	772069009528514	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	41	8	0	0
Димитър Данчев	Danchev Dimitar	143711812472902	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	2	1	37	7	0	0
ALDE Party – Liberals and Democrats for Europe	ALDE Party – Liberals and Democrats for Europe	262681199589	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	3	1	30	13	0	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	15	1	26	10	0	0
Европейската комисия в България / European Commission in Bulgaria		283061845058938	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	2	1	15	7	0	0
News FLASH		530061577519431	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	15	3	0	0
За политиката с пристрастие	Asparuch Asparuchov Panov	433308026820335	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	9	1	0	0
Hawaiiyak		825305624475174	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	6	1	0	0
Десислава Иванчева /Dessislava Ivancheva/		223955998020461	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	5	1	0	0
Nikolai Nenchev		2294171434153478	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	5	0	0	0
Alliance of Conservatives and Reformists in Europe	ACRE 	134931073377586	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	2	0	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	5	1	0	0	0	0
Βασιλική Λαζαράκου	Βασιλική Λαζαράκου 	443842809693601	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	0	0	0	0
Евро Приоритети за България		2623558631048860	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	0	0	0	0
Περιφέρεια σε Δράση - Κωστής Σιμιτσής	Κωστής Σιμιτσής	527150297793347	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	0	0	0	0
ETUC		129041250601685	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	0	0	0	0
ITUC		20556338116	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	0	0	0	0
Justice for Daphne Caruana Galizia		245601565462724	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	2	1	0	0	0	0
Στέργιος Τζίντζιος Υπ.Ευρωβουλευτής	Stergios Tzintzios	264947847745022	Facebook	blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1	1	0	0	0	0
