advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Referendum Commission		580832208630212	Facebook	f	female	IE	Ireland	28	1	5135607	2329395	34192	7135
European Parliament		178362315106	Facebook	f	female	IE	Ireland	103	1	4592354	1988250	29847	5356
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	f	female	IE	Ireland	185	1	3886501	1230238	21094	3199
Fine Gael	Fine Gael	264172043210	Facebook	f	female	IE	Ireland	8	1	996828	425747	4940	1604
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	f	female	IE	Ireland	3	1	819213	409607	3934	787
European Greens	European Greens	141366725876424	Facebook	f	female	IE	Ireland	15	1	709826	352097	6329	1881
Fianna Fáil	Fianna Fáil	222629035132	Facebook	f	female	IE	Ireland	36	1	656365	209252	2601	261
Sean Kelly MEP		340786422717552	Facebook	f	female	IE	Ireland	71	1	573007	196209	4524	304
Matt Carthy	Carthy Matt	580216935345125	Facebook	f	female	IE	Ireland	29	1	560788	172438	2692	259
Women for Election	Women for Election	115885998520125	Facebook	f	female	IE	Ireland	10	1	484990	196000	2590	400
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	f	female	IE	Ireland	30	1	413363	90466	1999	109
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	f	female	IE	Ireland	14	1	367960	107729	1408	318
Labour Party		164027949687	Facebook	f	female	IE	Ireland	6	1	351407	175705	1432	287
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	f	female	IE	Ireland	9	1	299204	107689	632	37
Pro Life Campaign Ireland		224615650378	Facebook	f	female	IE	Ireland	4	1	282721	130163	1870	710
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	f	female	IE	Ireland	9	1	270496	99154	799	98
merrionstreet.ie		116635611711738	Facebook	f	female	IE	Ireland	2	1	212450	106226	674	135
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	f	female	IE	Ireland	13	1	209257	44747	736	0
Department of Foreign Affairs and Trade		449282445418073	Facebook	f	female	IE	Ireland	1	1	206359	82544	2063	412
Kialo		729627343834501	Facebook	f	female	IE	Ireland	341	1	204683	89890	1152	322
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	f	female	IE	Ireland	13	1	202354	70903	1243	147
Oxfam		201612129410	Facebook	f	female	IE	Ireland	4	1	186863	92727	748	307
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	f	female	IE	Ireland	11	1	176696	37640	483	0
Students for Life Ireland		252011928285955	Facebook	f	female	IE	Ireland	7	1	170531	33968	1268	215
Lynn Boylan MEP - Fighting for Dublin in Europe		406454202814957	Facebook	f	female	IE	Ireland	6	1	162606	64936	966	167
