recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	DK	Denmark	1998	287	3437188	1070914	29374	7522
rd2	Last 2 days	2019-05-12	2019-05-13	DK	Denmark	2211	313	7841686	2411447	66835	16934
rd3	Last 3 days	2019-05-11	2019-05-13	DK	Denmark	2411	343	12933383	4011385	114524	29124
rd4	Last 4 days	2019-05-10	2019-05-13	DK	Denmark	2919	367	19037758	5870881	173505	44233
rd5	Last 5 days	2019-05-09	2019-05-13	DK	Denmark	3074	382	24092437	7380932	227130	57559
rd6	Last 6 days	2019-05-08	2019-05-13	DK	Denmark	3230	392	29586614	9103878	279271	70465
rw1	Last week	2019-05-07	2019-05-13	DK	Denmark	3367	400	34599748	10726599	325996	82203
rw2	Last 2 weeks	2019-04-30	2019-05-13	DK	Denmark	4555	507	49558745	15384292	457692	114213
rw3	Last 3 weeks	2019-04-23	2019-05-13	DK	Denmark	5130	595	61121099	18927193	557984	139120
rw4	Last 4 weeks	2019-04-16	2019-05-13	DK	Denmark	5617	697	68943767	21379073	634319	158782
rm1	Last month	2019-04-14	2019-05-13	DK	Denmark	5850	747	70445323	21831195	648681	161993
rm2	Last 2 months	2019-03-15	2019-05-13	DK	Denmark	7704	1198	89012305	27547633	840332	203842
rm3	Last 3 months	2019-02-13	2019-05-13	DK	Denmark	8585	1335	100045826	30866793	935999	224835
rm6	Last 6 months	2019-01-01	2019-05-13	DK	Denmark	8931	1383	104116808	32111643	970230	232283
